Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
19,EGAN BERNAL GOMEZ,2,TEAM SKY,58h 34' 28'',+ 00h 23' 44'',,00' 10'',14,2018
20,WARREN BARGUIL,41,TEAM FORTUNEO - SAMSIC,58h 36' 29'',+ 00h 25' 45'',,,14,2018
21,GREG VAN AVERMAET,87,BMC RACING TEAM,58h 39' 46'',+ 00h 29' 02'',15',,14,2018
22,SIMON GESCHKE,34,TEAM SUNWEB,58h 40' 40'',+ 00h 29' 56'',,,14,2018
23,PIERRE ROLLAND,16,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,58h 43' 06'',+ 00h 32' 22'',,,14,2018
24,LILIAN CALMEJANE,181,DIRECT ENERGIE,58h 45' 38'',+ 00h 34' 54'',01',,14,2018
25,RAFAL MAJKA,114,BORA - HANSGROHE,58h 46' 36'',+ 00h 35' 52'',,,14,2018
26,BAUKE MOLLEMA,191,TREK - SEGAFREDO,58h 49' 49'',+ 00h 39' 05'',,,14,2018
27,ADAM YATES,61,MITCHELTON - SCOTT,58h 50' 40'',+ 00h 39' 56'',,,14,2018
28,SERGE PAUWELS,134,TEAM DIMENSION DATA,58h 51' 45'',+ 00h 41' 01'',,00' 20'',14,2018
29,DOMENICO POZZOVIVO,58,BAHRAIN - MERIDA,58h 52' 24'',+ 00h 41' 40'',,,14,2018
30,GORKA IZAGIRRE INSAUSTI,54,BAHRAIN - MERIDA,58h 53' 25'',+ 00h 42' 41'',,,14,2018
31,ION IZAGIRRE INSAUSTI,55,BAHRAIN - MERIDA,58h 53' 45'',+ 00h 43' 01'',06',,14,2018
32,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,58h 58' 48'',+ 00h 48' 04'',19',,14,2018
33,SYLVAIN CHAVANEL,183,DIRECT ENERGIE,59h 04' 52'',+ 00h 54' 08'',03',,14,2018
34,DANIEL FELIPE MARTINEZ POVEDA,14,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,59h 05' 37'',+ 00h 54' 53'',,,14,2018
35,STEFAN KÜNG,85,BMC RACING TEAM,59h 06' 49'',+ 00h 56' 05'',04',00' 10'',14,2018
36,PHILIPPE GILBERT,104,QUICK - STEP FLOORS,59h 07' 07'',+ 00h 56' 23'',06',,14,2018
37,DAVID GAUDU,152,GROUPAMA - FDJ,59h 07' 35'',+ 00h 56' 51'',,,14,2018
38,TEJAY VAN GARDEREN,88,BMC RACING TEAM,59h 08' 14'',+ 00h 57' 30'',,,14,2018
39,ROBERT GESINK,162,TEAM LOTTO NL - JUMBO,59h 08' 38'',+ 00h 57' 54'',,,14,2018
40,DARYL IMPEY,67,MITCHELTON - SCOTT,59h 12' 14'',+ 01h 01' 30'',,,14,2018
41,ARTHUR VICHOT,158,GROUPAMA - FDJ,59h 12' 17'',+ 01h 01' 33'',,,14,2018
42,RUDY MOLARD,156,GROUPAMA - FDJ,59h 13' 48'',+ 01h 03' 04'',,,14,2018
43,TOM-JELTE SLAGTER,136,TEAM DIMENSION DATA,59h 15' 40'',+ 01h 04' 56'',,,14,2018
44,MAXIME BOUET,42,TEAM FORTUNEO - SAMSIC,59h 15' 51'',+ 01h 05' 07'',,,14,2018
45,PETER SAGAN,111,BORA - HANSGROHE,59h 16' 04'',+ 01h 05' 20'',52',,14,2018
46,JASPER STUYVEN,198,TREK - SEGAFREDO,59h 17' 09'',+ 01h 06' 25'',04',,14,2018
47,JULIEN BERNARD,192,TREK - SEGAFREDO,59h 18' 01'',+ 01h 07' 17'',,,14,2018
48,NICOLAS EDET,203,"COFIDIS, SOLUTIONS CREDITS",59h 19' 28'',+ 01h 08' 44'',,,14,2018
49,AMAEL MOINARD,46,TEAM FORTUNEO - SAMSIC,59h 19' 59'',+ 01h 09' 15'',,,14,2018
50,ANDREY AMADOR,72,MOVISTAR TEAM,59h 20' 40'',+ 01h 09' 56'',,00' 10'',14,2018
51,SØREN KRAGH ANDERSEN,36,TEAM SUNWEB,59h 20' 45'',+ 01h 10' 01'',,,14,2018
52,THOMAS DE GENDT,174,LOTTO SOUDAL,59h 21' 57'',+ 01h 11' 13'',,,14,2018
53,MATHIAS FRANK,24,AG2R LA MONDIALE,59h 23' 23'',+ 01h 12' 39'',,,14,2018
54,THOMAS DEGAND,212,WANTY - GROUPE GOBERT,59h 23' 29'',+ 01h 12' 45'',,,14,2018
55,PAVEL KOCHETKOV,145,TEAM KATUSHA ALPECIN,59h 24' 34'',+ 01h 13' 50'',,,14,2018
56,OMAR FRAILE MATARRANZ,122,ASTANA PRO TEAM,59h 24' 55'',+ 01h 14' 11'',10',,14,2018
57,LAURENS TEN DAM,37,TEAM SUNWEB,59h 25' 09'',+ 01h 14' 25'',,,14,2018
58,JESUS HERRADA,204,"COFIDIS, SOLUTIONS CREDITS",59h 30' 15'',+ 01h 19' 31'',,,14,2018
59,KRISTIJAN ÐURASEK,93,UAE TEAM EMIRATES,59h 30' 24'',+ 01h 19' 40'',,,14,2018
60,ANTWAN TOLHOEK,168,TEAM LOTTO NL - JUMBO,59h 30' 56'',+ 01h 20' 12'',,,14,2018
61,FRANCO PELLIZOTTI,57,BAHRAIN - MERIDA,59h 33' 05'',+ 01h 22' 21'',,,14,2018
62,MICHAEL VALGREN HUNDAHL,128,ASTANA PRO TEAM,59h 33' 29'',+ 01h 22' 45'',,,14,2018
63,MARCO MINNAARD,214,WANTY - GROUPE GOBERT,59h 34' 07'',+ 01h 23' 23'',03',,14,2018
64,OLIVER NAESEN,27,AG2R LA MONDIALE,59h 34' 20'',+ 01h 23' 36'',01',,14,2018
65,MICHAL KWIATKOWSKI,4,TEAM SKY,59h 35' 14'',+ 01h 24' 30'',,,14,2018
66,DANIEL NAVARRO GARCIA,205,"COFIDIS, SOLUTIONS CREDITS",59h 36' 42'',+ 01h 25' 58'',,,14,2018
67,WOUT POELS,6,TEAM SKY,59h 39' 19'',+ 01h 28' 35'',,,14,2018
68,YVES LAMPAERT,106,QUICK - STEP FLOORS,59h 39' 53'',+ 01h 29' 09'',04',00' 10'',14,2018
69,CHAD HAGA,35,TEAM SUNWEB,59h 41' 41'',+ 01h 30' 57'',,,14,2018
70,JHON DARWIN ATAPUMA HURTADO,92,UAE TEAM EMIRATES,59h 42' 23'',+ 01h 31' 39'',,00' 20'',14,2018
71,KOEN DE KORT,193,TREK - SEGAFREDO,59h 43' 36'',+ 01h 32' 52'',,,14,2018
72,NIKIAS ARNDT,33,TEAM SUNWEB,59h 43' 38'',+ 01h 32' 54'',,,14,2018
73,ANTHONY PEREZ,206,"COFIDIS, SOLUTIONS CREDITS",59h 43' 50'',+ 01h 33' 06'',01',,14,2018
74,EDVALD BOASSON-HAGEN,132,TEAM DIMENSION DATA,59h 44' 18'',+ 01h 33' 34'',,02' 00'',14,2018
75,MAGNUS CORT NIELSEN,126,ASTANA PRO TEAM,59h 44' 52'',+ 01h 34' 08'',,,14,2018
76,KRISTIJAN KOREN,56,BAHRAIN - MERIDA,59h 45' 35'',+ 01h 34' 51'',,,14,2018
77,ANDREA PASQUALON,216,WANTY - GROUPE GOBERT,59h 45' 49'',+ 01h 35' 05'',,,14,2018
78,JÉRÔME COUSIN,184,DIRECT ENERGIE,59h 47' 37'',+ 01h 36' 53'',03',,14,2018
79,JULIEN VERMOTE,138,TEAM DIMENSION DATA,59h 48' 14'',+ 01h 37' 30'',,,14,2018
80,JESPER HANSEN,124,ASTANA PRO TEAM,59h 48' 19'',+ 01h 37' 35'',,,14,2018
81,TOBIAS LUDVIGSSON,155,GROUPAMA - FDJ,59h 48' 49'',+ 01h 38' 05'',,,14,2018
82,MARCUS BURGHARDT,113,BORA - HANSGROHE,59h 50' 00'',+ 01h 39' 16'',01',,14,2018
83,ROMAIN SICARD,187,DIRECT ENERGIE,59h 50' 30'',+ 01h 39' 46'',,,14,2018
84,JULIEN SIMON,207,"COFIDIS, SOLUTIONS CREDITS",59h 51' 56'',+ 01h 41' 12'',,,14,2018
85,IAN BOSWELL,142,TEAM KATUSHA ALPECIN,59h 51' 59'',+ 01h 41' 15'',,,14,2018
86,PAUL MARTENS,165,TEAM LOTTO NL - JUMBO,59h 52' 02'',+ 01h 41' 18'',,,14,2018
87,THOMAS BOUDAT,182,DIRECT ENERGIE,59h 52' 10'',+ 01h 41' 26'',,,14,2018
88,JELLE VANENDERT,178,LOTTO SOUDAL,59h 52' 10'',+ 01h 41' 26'',,,14,2018
89,TOMS SKUJINS,197,TREK - SEGAFREDO,59h 52' 33'',+ 01h 41' 49'',,,14,2018
90,ELIE GESBERT,43,TEAM FORTUNEO - SAMSIC,59h 53' 29'',+ 01h 42' 45'',,,14,2018
91,NILS POLITT,147,TEAM KATUSHA ALPECIN,59h 54' 30'',+ 01h 43' 46'',,,14,2018
92,YOANN OFFREDO,215,WANTY - GROUPE GOBERT,59h 55' 01'',+ 01h 44' 17'',02',,14,2018
93,REINARDT JANSE VAN RENSBURG,133,TEAM DIMENSION DATA,59h 55' 20'',+ 01h 44' 36'',,,14,2018
94,IMANOL ERVITI,74,MOVISTAR TEAM,59h 56' 14'',+ 01h 45' 30'',,,14,2018
95,EDWARD THEUNS,38,TEAM SUNWEB,59h 56' 35'',+ 01h 45' 51'',,,14,2018
96,JOHN DEGENKOLB,194,TREK - SEGAFREDO,59h 56' 40'',+ 01h 45' 56'',14',,14,2018
97,MICHAEL GOGL,195,TREK - SEGAFREDO,59h 57' 52'',+ 01h 47' 08'',,,14,2018
98,SILVAN DILLIER,22,AG2R LA MONDIALE,59h 58' 25'',+ 01h 47' 41'',,,14,2018
99,MARC SOLER,77,MOVISTAR TEAM,59h 58' 48'',+ 01h 48' 04'',,,14,2018
100,SONNY COLBRELLI,52,BAHRAIN - MERIDA,59h 59' 46'',+ 01h 49' 02'',12',,14,2018
101,SEP VANMARCKE,18,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,59h 59' 59'',+ 01h 49' 15'',,,14,2018
102,ALEXANDER KRISTOFF,95,UAE TEAM EMIRATES,60h 00' 18'',+ 01h 49' 34'',06',,14,2018
103,GREGOR MÜHLBERGER,115,BORA - HANSGROHE,60h 00' 22'',+ 01h 49' 38'',,,14,2018
104,DANIEL OSS,116,BORA - HANSGROHE,60h 00' 59'',+ 01h 50' 15'',,,14,2018
105,PAWEL POLJANSKI,117,BORA - HANSGROHE,60h 01' 23'',+ 01h 50' 39'',,,14,2018
106,DION SMITH,217,WANTY - GROUPE GOBERT,60h 02' 14'',+ 01h 51' 30'',,,14,2018
107,JONATHAN CASTROVIEJO NICOLAS,3,TEAM SKY,60h 02' 27'',+ 01h 51' 43'',,,14,2018
108,MICHAEL SCHÄR,86,BMC RACING TEAM,60h 02' 30'',+ 01h 51' 46'',,,14,2018
109,LAURENT PICHON,47,TEAM FORTUNEO - SAMSIC,60h 04' 17'',+ 01h 53' 33'',,,14,2018
110,MATHEW HAYMAN,64,MITCHELTON - SCOTT,60h 04' 46'',+ 01h 54' 02'',,,14,2018
111,MICHAEL HEPBURN,65,MITCHELTON - SCOTT,60h 04' 48'',+ 01h 54' 04'',,,14,2018
112,TOMASZ MARCZYNSKI,176,LOTTO SOUDAL,60h 05' 20'',+ 01h 54' 36'',01',,14,2018
113,FLORIAN VACHON,48,TEAM FORTUNEO - SAMSIC,60h 06' 19'',+ 01h 55' 35'',,,14,2018
114,SIMON CLARKE,12,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,60h 08' 00'',+ 01h 57' 16'',,,14,2018
115,MACIEJ BODNAR,112,BORA - HANSGROHE,60h 10' 18'',+ 01h 59' 34'',,,14,2018
116,GIANNI MOSCON,5,TEAM SKY,60h 10' 46'',+ 02h 00' 02'',,,14,2018
117,KÉVIN LEDANOIS,45,TEAM FORTUNEO - SAMSIC,60h 11' 21'',+ 02h 00' 37'',,,14,2018
118,HEINRICH HAUSSLER,53,BAHRAIN - MERIDA,60h 11' 31'',+ 02h 00' 47'',,,14,2018
119,ROMAIN HARDY,44,TEAM FORTUNEO - SAMSIC,60h 12' 34'',+ 02h 01' 50'',,00' 20'',14,2018
120,MARCO MARCATO,96,UAE TEAM EMIRATES,60h 12' 56'',+ 02h 02' 12'',,,14,2018
121,TIM DECLERCQ,102,QUICK - STEP FLOORS,60h 13' 21'',+ 02h 02' 37'',,,14,2018
122,LUKE DURBRIDGE,63,MITCHELTON - SCOTT,60h 13' 25'',+ 02h 02' 41'',,00' 30'',14,2018
123,SIMON GERRANS,84,BMC RACING TEAM,60h 13' 42'',+ 02h 02' 58'',,,14,2018
124,JACK BAUER,62,MITCHELTON - SCOTT,60h 13' 55'',+ 02h 03' 11'',03',,14,2018
125,RORY SUTHERLAND,97,UAE TEAM EMIRATES,60h 14' 12'',+ 02h 03' 28'',,,14,2018
126,DAMIEN HOWSON,66,MITCHELTON - SCOTT,60h 15' 10'',+ 02h 04' 26'',,,14,2018
127,OLIVIER LE GAC,154,GROUPAMA - FDJ,60h 16' 21'',+ 02h 05' 37'',,,14,2018
128,ANTHONY TURGIS,208,"COFIDIS, SOLUTIONS CREDITS",60h 17' 03'',+ 02h 06' 19'',,,14,2018
129,LUKAS PÖSTLBERGER,118,BORA - HANSGROHE,60h 18' 08'',+ 02h 07' 24'',,,14,2018
130,TOM SCULLY,17,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,60h 18' 51'',+ 02h 08' 07'',,,14,2018
131,GUILLAUME VAN KEIRSBULCK,218,WANTY - GROUPE GOBERT,60h 19' 40'',+ 02h 08' 56'',02',,14,2018
132,NIKI TERPSTRA,108,QUICK - STEP FLOORS,60h 20' 10'',+ 02h 09' 26'',,,14,2018
133,TAYLOR PHINNEY,15,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,60h 20' 27'',+ 02h 09' 43'',,,14,2018
134,ARNAUD DEMARE,151,GROUPAMA - FDJ,60h 21' 41'',+ 02h 10' 57'',08',,14,2018
135,RAMON SINKELDAM,157,GROUPAMA - FDJ,60h 21' 51'',+ 02h 11' 07'',,,14,2018
136,LUKE ROWE,7,TEAM SKY,60h 22' 13'',+ 02h 11' 29'',,,14,2018
137,OLIVIERO TROIA,98,UAE TEAM EMIRATES,60h 22' 33'',+ 02h 11' 49'',,,14,2018
138,CHRISTOPHE LAPORTE,201,"COFIDIS, SOLUTIONS CREDITS",60h 22' 42'',+ 02h 11' 58'',,00' 20'',14,2018
139,TIMOTHY DUPONT,213,WANTY - GROUPE GOBERT,60h 23' 27'',+ 02h 12' 43'',,,14,2018
140,DANIELE BENNATI,73,MOVISTAR TEAM,60h 23' 33'',+ 02h 12' 49'',,,14,2018
141,DIMITRI CLAEYS,202,"COFIDIS, SOLUTIONS CREDITS",60h 25' 07'',+ 02h 14' 23'',03',,14,2018
142,DAMIEN GAUDIN,185,DIRECT ENERGIE,60h 25' 13'',+ 02h 14' 29'',,00' 10'',14,2018
143,MAXIMILIANO RICHEZE,107,QUICK - STEP FLOORS,60h 25' 37'',+ 02h 14' 53'',,,14,2018
144,ROBERTO FERRARI,94,UAE TEAM EMIRATES,60h 27' 03'',+ 02h 16' 19'',,,14,2018
145,FABIEN GRELLIER,186,DIRECT ENERGIE,60h 31' 40'',+ 02h 20' 56'',02',00' 10'',14,2018
146,JASPER DE BUYST,173,LOTTO SOUDAL,60h 36' 17'',+ 02h 25' 33'',,00' 20'',14,2018
147,JACOPO GUARNIERI,153,GROUPAMA - FDJ,60h 38' 49'',+ 02h 28' 05'',,,14,2018
148,JAY ROBERT THOMSON,137,TEAM DIMENSION DATA,60h 43' 29'',+ 02h 32' 45'',,00' 20'',14,2018
149,TIMO ROOSEN,167,TEAM LOTTO NL - JUMBO,60h 43' 33'',+ 02h 32' 49'',,00' 20'',14,2018
150,AMUND GRØNDAHL JANSEN,164,TEAM LOTTO NL - JUMBO,60h 44' 13'',+ 02h 33' 29'',,,14,2018
151,G LAWSON CRADDOCK,13,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,60h 54' 33'',+ 02h 43' 49'',,,14,2018
1,GERAINT THOMAS,8,TEAM SKY,62h 49' 47'',-,23',,15,2018
2,CHRIS FROOME,1,TEAM SKY,62h 51' 26'',+ 00h 01' 39'',04',,15,2018
3,TOM DUMOULIN,32,TEAM SUNWEB,62h 51' 37'',+ 00h 01' 50'',12',00' 20'',15,2018
4,PRIMOŽ ROGLIČ,166,TEAM LOTTO NL - JUMBO,62h 52' 25'',+ 00h 02' 38'',,,15,2018
5,ROMAIN BARDET,21,AG2R LA MONDIALE,62h 53' 08'',+ 00h 03' 21'',04',,15,2018
6,MIKEL LANDA MEANA,75,MOVISTAR TEAM,62h 53' 29'',+ 00h 03' 42'',,,15,2018
7,STEVEN KRUIJSWIJK,161,TEAM LOTTO NL - JUMBO,62h 53' 44'',+ 00h 03' 57'',,,15,2018
8,NAIRO QUINTANA,71,MOVISTAR TEAM,62h 54' 10'',+ 00h 04' 23'',,,15,2018
9,JAKOB FUGLSANG,121,ASTANA PRO TEAM,62h 56' 01'',+ 00h 06' 14'',,,15,2018
10,DANIEL MARTIN,91,UAE TEAM EMIRATES,62h 56' 41'',+ 00h 06' 54'',11',,15,2018
11,ALEJANDRO VALVERDE,78,MOVISTAR TEAM,62h 59' 23'',+ 00h 09' 36'',04',,15,2018
12,BOB JUNGELS,105,QUICK - STEP FLOORS,62h 59' 40'',+ 00h 09' 53'',,,15,2018
13,ILNUR ZAKARIN,141,TEAM KATUSHA ALPECIN,62h 59' 48'',+ 00h 10' 01'',,,15,2018
14,PIERRE LATOUR,26,AG2R LA MONDIALE,63h 07' 15'',+ 00h 17' 28'',06',00' 10'',15,2018
15,GREG VAN AVERMAET,87,BMC RACING TEAM,63h 08' 09'',+ 00h 18' 22'',15',,15,2018
16,MIKEL NIEVE ITURRALDE,68,MITCHELTON - SCOTT,63h 08' 38'',+ 00h 18' 51'',,,15,2018
17,GUILLAUME MARTIN GUYONNET,211,WANTY - GROUPE GOBERT,63h 09' 42'',+ 00h 19' 55'',,,15,2018
18,DAMIANO CARUSO,83,BMC RACING TEAM,63h 11' 23'',+ 00h 21' 36'',,00' 10'',15,2018
19,TANEL KANGERT,125,ASTANA PRO TEAM,63h 11' 23'',+ 00h 21' 36'',,,15,2018
20,LILIAN CALMEJANE,181,DIRECT ENERGIE,63h 12' 04'',+ 00h 22' 17'',01',,15,2018
21,RAFAL MAJKA,114,BORA - HANSGROHE,63h 13' 05'',+ 00h 23' 18'',,,15,2018
22,EGAN BERNAL GOMEZ,2,TEAM SKY,63h 13' 31'',+ 00h 23' 44'',,00' 10'',15,2018
23,WARREN BARGUIL,41,TEAM FORTUNEO - SAMSIC,63h 15' 32'',+ 00h 25' 45'',,,15,2018
24,BAUKE MOLLEMA,191,TREK - SEGAFREDO,63h 15' 39'',+ 00h 25' 52'',04',,15,2018
25,DOMENICO POZZOVIVO,58,BAHRAIN - MERIDA,63h 18' 50'',+ 00h 29' 03'',,,15,2018
26,ION IZAGIRRE INSAUSTI,55,BAHRAIN - MERIDA,63h 19' 31'',+ 00h 29' 44'',12',,15,2018
27,SIMON GESCHKE,34,TEAM SUNWEB,63h 19' 43'',+ 00h 29' 56'',,,15,2018
28,SERGE PAUWELS,134,TEAM DIMENSION DATA,63h 20' 08'',+ 00h 30' 21'',,00' 20'',15,2018
29,PIERRE ROLLAND,16,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,63h 22' 09'',+ 00h 32' 22'',,,15,2018
30,ADAM YATES,61,MITCHELTON - SCOTT,63h 29' 43'',+ 00h 39' 56'',,,15,2018
31,GORKA IZAGIRRE INSAUSTI,54,BAHRAIN - MERIDA,63h 32' 28'',+ 00h 42' 41'',,,15,2018
32,DANIEL FELIPE MARTINEZ POVEDA,14,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,63h 34' 00'',+ 00h 44' 13'',,,15,2018
33,DARYL IMPEY,67,MITCHELTON - SCOTT,63h 40' 37'',+ 00h 50' 50'',,,15,2018
34,ARTHUR VICHOT,158,GROUPAMA - FDJ,63h 40' 40'',+ 00h 50' 53'',,,15,2018
35,SYLVAIN CHAVANEL,183,DIRECT ENERGIE,63h 43' 55'',+ 00h 54' 08'',03',,15,2018
36,PHILIPPE GILBERT,104,QUICK - STEP FLOORS,63h 46' 10'',+ 00h 56' 23'',06',,15,2018
37,JULIEN BERNARD,192,TREK - SEGAFREDO,63h 46' 24'',+ 00h 56' 37'',,,15,2018
38,DAVID GAUDU,152,GROUPAMA - FDJ,63h 46' 38'',+ 00h 56' 51'',,,15,2018
39,TEJAY VAN GARDEREN,88,BMC RACING TEAM,63h 47' 27'',+ 00h 57' 40'',,00' 10'',15,2018
40,ROBERT GESINK,162,TEAM LOTTO NL - JUMBO,63h 47' 41'',+ 00h 57' 54'',,,15,2018
41,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,63h 48' 16'',+ 00h 58' 29'',19',,15,2018
42,AMAEL MOINARD,46,TEAM FORTUNEO - SAMSIC,63h 48' 22'',+ 00h 58' 35'',,,15,2018
43,STEFAN KÜNG,85,BMC RACING TEAM,63h 50' 36'',+ 01h 00' 49'',04',00' 10'',15,2018
44,RUDY MOLARD,156,GROUPAMA - FDJ,63h 52' 51'',+ 01h 03' 04'',,,15,2018
45,PETER SAGAN,111,BORA - HANSGROHE,63h 55' 07'',+ 01h 05' 20'',52',,15,2018
46,MAXIME BOUET,42,TEAM FORTUNEO - SAMSIC,63h 57' 23'',+ 01h 07' 36'',,,15,2018
47,NICOLAS EDET,203,"COFIDIS, SOLUTIONS CREDITS",63h 58' 31'',+ 01h 08' 44'',,,15,2018
48,JESUS HERRADA,204,"COFIDIS, SOLUTIONS CREDITS",63h 58' 38'',+ 01h 08' 51'',,,15,2018
49,ANDREY AMADOR,72,MOVISTAR TEAM,63h 59' 43'',+ 01h 09' 56'',,00' 10'',15,2018
50,SØREN KRAGH ANDERSEN,36,TEAM SUNWEB,63h 59' 48'',+ 01h 10' 01'',,,15,2018
51,MICHAEL VALGREN HUNDAHL,128,ASTANA PRO TEAM,63h 59' 50'',+ 01h 10' 03'',,,15,2018
52,JASPER STUYVEN,198,TREK - SEGAFREDO,64h 00' 56'',+ 01h 11' 09'',04',,15,2018
53,MATHIAS FRANK,24,AG2R LA MONDIALE,64h 02' 26'',+ 01h 12' 39'',,,15,2018
54,OMAR FRAILE MATARRANZ,122,ASTANA PRO TEAM,64h 03' 58'',+ 01h 14' 11'',10',,15,2018
55,TOM-JELTE SLAGTER,136,TEAM DIMENSION DATA,64h 05' 08'',+ 01h 15' 21'',,,15,2018
56,LAURENS TEN DAM,37,TEAM SUNWEB,64h 06' 41'',+ 01h 16' 54'',,,15,2018
57,THOMAS DEGAND,212,WANTY - GROUPE GOBERT,64h 07' 16'',+ 01h 17' 29'',,,15,2018
58,PAVEL KOCHETKOV,145,TEAM KATUSHA ALPECIN,64h 08' 21'',+ 01h 18' 34'',,,15,2018
59,KRISTIJAN ÐURASEK,93,UAE TEAM EMIRATES,64h 09' 27'',+ 01h 19' 40'',,,15,2018
60,THOMAS DE GENDT,174,LOTTO SOUDAL,64h 09' 33'',+ 01h 19' 46'',,,15,2018
61,ANTWAN TOLHOEK,168,TEAM LOTTO NL - JUMBO,64h 09' 59'',+ 01h 20' 12'',,,15,2018
62,MAGNUS CORT NIELSEN,126,ASTANA PRO TEAM,64h 10' 34'',+ 01h 20' 47'',10',,15,2018
63,NIKIAS ARNDT,33,TEAM SUNWEB,64h 12' 01'',+ 01h 22' 14'',,,15,2018
64,FRANCO PELLIZOTTI,57,BAHRAIN - MERIDA,64h 12' 08'',+ 01h 22' 21'',,,15,2018
65,MARCO MINNAARD,214,WANTY - GROUPE GOBERT,64h 13' 10'',+ 01h 23' 23'',03',,15,2018
66,OLIVER NAESEN,27,AG2R LA MONDIALE,64h 13' 23'',+ 01h 23' 36'',01',,15,2018
67,MICHAL KWIATKOWSKI,4,TEAM SKY,64h 14' 17'',+ 01h 24' 30'',,,15,2018
68,DANIEL NAVARRO GARCIA,205,"COFIDIS, SOLUTIONS CREDITS",64h 15' 45'',+ 01h 25' 58'',,,15,2018
69,WOUT POELS,6,TEAM SKY,64h 18' 22'',+ 01h 28' 35'',,,15,2018
70,ROMAIN SICARD,187,DIRECT ENERGIE,64h 18' 53'',+ 01h 29' 06'',,,15,2018
71,TOMS SKUJINS,197,TREK - SEGAFREDO,64h 18' 59'',+ 01h 29' 12'',,,15,2018
72,CHAD HAGA,35,TEAM SUNWEB,64h 25' 28'',+ 01h 35' 41'',,,15,2018
73,JHON DARWIN ATAPUMA HURTADO,92,UAE TEAM EMIRATES,64h 26' 10'',+ 01h 36' 23'',,00' 20'',15,2018
74,JESPER HANSEN,124,ASTANA PRO TEAM,64h 27' 22'',+ 01h 37' 35'',,,15,2018
75,KOEN DE KORT,193,TREK - SEGAFREDO,64h 27' 23'',+ 01h 37' 36'',,,15,2018
76,ANTHONY PEREZ,206,"COFIDIS, SOLUTIONS CREDITS",64h 27' 43'',+ 01h 37' 56'',01',,15,2018
77,YVES LAMPAERT,106,QUICK - STEP FLOORS,64h 29' 21'',+ 01h 39' 34'',04',00' 10'',15,2018
78,ANDREA PASQUALON,216,WANTY - GROUPE GOBERT,64h 29' 36'',+ 01h 39' 49'',,,15,2018
79,PAWEL POLJANSKI,117,BORA - HANSGROHE,64h 29' 46'',+ 01h 39' 59'',,,15,2018
80,IMANOL ERVITI,74,MOVISTAR TEAM,64h 30' 19'',+ 01h 40' 32'',,,15,2018
81,MARC SOLER,77,MOVISTAR TEAM,64h 30' 47'',+ 01h 41' 00'',,,15,2018
82,TOBIAS LUDVIGSSON,155,GROUPAMA - FDJ,64h 32' 36'',+ 01h 42' 49'',,,15,2018
83,EDVALD BOASSON-HAGEN,132,TEAM DIMENSION DATA,64h 33' 46'',+ 01h 43' 59'',,02' 00'',15,2018
84,KRISTIJAN KOREN,56,BAHRAIN - MERIDA,64h 35' 03'',+ 01h 45' 16'',,,15,2018
85,IAN BOSWELL,142,TEAM KATUSHA ALPECIN,64h 35' 46'',+ 01h 45' 59'',,,15,2018
86,PAUL MARTENS,165,TEAM LOTTO NL - JUMBO,64h 35' 49'',+ 01h 46' 02'',,,15,2018
87,THOMAS BOUDAT,182,DIRECT ENERGIE,64h 35' 57'',+ 01h 46' 10'',,,15,2018
88,JULIEN VERMOTE,138,TEAM DIMENSION DATA,64h 36' 23'',+ 01h 46' 36'',,,15,2018
89,JÉRÔME COUSIN,184,DIRECT ENERGIE,64h 37' 05'',+ 01h 47' 18'',03',,15,2018
90,ELIE GESBERT,43,TEAM FORTUNEO - SAMSIC,64h 37' 16'',+ 01h 47' 29'',,,15,2018
91,SILVAN DILLIER,22,AG2R LA MONDIALE,64h 37' 28'',+ 01h 47' 41'',,,15,2018
92,NILS POLITT,147,TEAM KATUSHA ALPECIN,64h 38' 17'',+ 01h 48' 30'',,,15,2018
93,YOANN OFFREDO,215,WANTY - GROUPE GOBERT,64h 38' 48'',+ 01h 49' 01'',02',,15,2018
94,MARCUS BURGHARDT,113,BORA - HANSGROHE,64h 39' 28'',+ 01h 49' 41'',01',,15,2018
95,EDWARD THEUNS,38,TEAM SUNWEB,64h 40' 22'',+ 01h 50' 35'',,,15,2018
96,FLORIAN VACHON,48,TEAM FORTUNEO - SAMSIC,64h 40' 24'',+ 01h 50' 37'',,,15,2018
97,DION SMITH,217,WANTY - GROUPE GOBERT,64h 41' 17'',+ 01h 51' 30'',,,15,2018
98,SONNY COLBRELLI,52,BAHRAIN - MERIDA,64h 41' 18'',+ 01h 51' 31'',12',,15,2018
99,JULIEN SIMON,207,"COFIDIS, SOLUTIONS CREDITS",64h 41' 24'',+ 01h 51' 37'',,,15,2018
