Rank,Rider,Rider No.,Team,Points,Unnamed: 5,Stages,Year,Times,B,P,Segment
8,SEBASTIAN SCHÖNBERGER,218,B&B HOTELS - KTM,2 PTS,,12,2022,,,,Col de la Croix de Fer (2 067 m) - 110.6 km
1,THOMAS PIDCOCK,25,INEOS GRENADIERS,20 PTS,,12,2022,,,,ALPE D'HUEZ (1 850 m) - 165.1 km
2,LOUIS MEINTJES,124,INTERMARCHE - WANTY - GOBERT MATERIAUX,15 PTS,,12,2022,,,,ALPE D'HUEZ (1 850 m) - 165.1 km
3,CHRIS FROOME,191,ISRAEL-PREMIER TECH,12 PTS,,12,2022,,,,ALPE D'HUEZ (1 850 m) - 165.1 km
4,NEILSON POWLESS,147,EF EDUCATION - EASYPOST,10 PTS,,12,2022,,,,ALPE D'HUEZ (1 850 m) - 165.1 km
5,TADEJ POGAČAR,1,UAE TEAM EMIRATES,8 PTS,,12,2022,,,,ALPE D'HUEZ (1 850 m) - 165.1 km
6,JONAS VINGEGAARD,18,JUMBO - VISMA,6 PTS,,12,2022,,,,ALPE D'HUEZ (1 850 m) - 165.1 km
7,GERAINT THOMAS,21,INEOS GRENADIERS,4 PTS,,12,2022,,,,ALPE D'HUEZ (1 850 m) - 165.1 km
8,ENRIC MAS NICOLAU,61,MOVISTAR TEAM,2 PTS,,12,2022,,,,ALPE D'HUEZ (1 850 m) - 165.1 km
1,FILIPPO GANNA,24,INEOS GRENADIERS,2 PTS,,13,2022,,,,Côte de Brié - 30.4 km
2,STEFAN KÜNG,94,GROUPAMA - FDJ,1 PTS,,13,2022,,,,Côte de Brié - 30.4 km
1,MADS PEDERSEN,171,TREK - SEGAFREDO,5 PTS,,13,2022,,,,Col de Parménie (571 m) - 79.2 km
2,STEFAN KÜNG,94,GROUPAMA - FDJ,3 PTS,,13,2022,,,,Col de Parménie (571 m) - 79.2 km
3,FILIPPO GANNA,24,INEOS GRENADIERS,2 PTS,,13,2022,,,,Col de Parménie (571 m) - 79.2 km
4,QUINN SIMMONS,176,TREK - SEGAFREDO,1 PTS,,13,2022,,,,Col de Parménie (571 m) - 79.2 km
1,MADS PEDERSEN,171,TREK - SEGAFREDO,2 PTS,,13,2022,,,,Côte de Saint-Romain-en-Gal - 148.6 km
2,STEFAN KÜNG,94,GROUPAMA - FDJ,1 PTS,,13,2022,,,,Côte de Saint-Romain-en-Gal - 148.6 km
1,NEILSON POWLESS,147,EF EDUCATION - EASYPOST,2 PTS,,14,2022,,,,Côte de Saint-Just-Malmont - 14.2 km
2,JUUL CHRISTOPHER JENSEN,206,TEAM BIKEEXCHANGE-JAYCO,1 PTS,,14,2022,,,,Côte de Saint-Just-Malmont - 14.2 km
1,QUINN SIMMONS,176,TREK - SEGAFREDO,2 PTS,,14,2022,,,,Côte de Châtaignier - 39.1 km
2,SIMON GESCHKE,73,COFIDIS,1 PTS,,14,2022,,,,Côte de Châtaignier - 39.1 km
1,SIMON GESCHKE,73,COFIDIS,2 PTS,,14,2022,,,,Côte de Grandrieu - 135.3 km
2,QUINN SIMMONS,176,TREK - SEGAFREDO,1 PTS,,14,2022,,,,Côte de Grandrieu - 135.3 km
1,MICHAEL MATTHEWS,201,TEAM BIKEEXCHANGE-JAYCO,2 PTS,,14,2022,,,,Côte de la Fage - 162.1 km
2,LUIS LEON SANCHEZ,85,BAHRAIN VICTORIOUS,1 PTS,,14,2022,,,,Côte de la Fage - 162.1 km
1,MICHAEL MATTHEWS,201,TEAM BIKEEXCHANGE-JAYCO,5 PTS,,14,2022,,,,Côte de la Croix Neuve Montée Jalabert (1 055 m) - 191 km
2,ALBERTO BETTIOL,143,EF EDUCATION - EASYPOST,3 PTS,,14,2022,,,,Côte de la Croix Neuve Montée Jalabert (1 055 m) - 191 km
3,THIBAUT PINOT,97,GROUPAMA - FDJ,2 PTS,,14,2022,,,,Côte de la Croix Neuve Montée Jalabert (1 055 m) - 191 km
4,MARC SOLER,7,UAE TEAM EMIRATES,1 PTS,,14,2022,,,,Côte de la Croix Neuve Montée Jalabert (1 055 m) - 191 km
1,NILS POLITT,46,BORA - HANSGROHE,2 PTS,,15,2022,,,,Côte d'Ambialet - 68.9 km
2,FRØLICH MIKKEL HONORÉ,55,QUICK-STEP ALPHA VINYL TEAM,1 PTS,,15,2022,,,,Côte d'Ambialet - 68.9 km
1,BENJAMIN THOMAS,77,COFIDIS,2 PTS,,15,2022,,,,Côte des Cammazes - 154.6 km
2,ALEXIS GOUGEARD,213,B&B HOTELS - KTM,1 PTS,,15,2022,,,,Côte des Cammazes - 154.6 km
1,STEFAN BISSEGGER,144,EF EDUCATION - EASYPOST,1 PTS,,16,2022,,,,Côte de Saint-Hilaire - 13.7 km
1,ALEXIS GOUGEARD,213,B&B HOTELS - KTM,2 PTS,,16,2022,,,,Col de l'Espinas - 36.6 km
2,STEFAN BISSEGGER,144,EF EDUCATION - EASYPOST,1 PTS,,16,2022,,,,Col de l'Espinas - 36.6 km
1,SIMON GESCHKE,73,COFIDIS,10 PTS,,16,2022,,,,Port de Lers (1 517 m) - 125.1 km
2,WOUT VAN AERT,16,JUMBO - VISMA,8 PTS,,16,2022,,,,Port de Lers (1 517 m) - 125.1 km
3,BRANDON MCNULTY,6,UAE TEAM EMIRATES,6 PTS,,16,2022,,,,Port de Lers (1 517 m) - 125.1 km
4,MATTEO JORGENSON,64,MOVISTAR TEAM,4 PTS,,16,2022,,,,Port de Lers (1 517 m) - 125.1 km
5,DAMIANO CARUSO,82,BAHRAIN VICTORIOUS,2 PTS,,16,2022,,,,Port de Lers (1 517 m) - 125.1 km
6,MICHAEL WOODS,198,ISRAEL-PREMIER TECH,1 PTS,,16,2022,,,,Port de Lers (1 517 m) - 125.1 km
1,HUGO HOULE,196,ISRAEL-PREMIER TECH,10 PTS,,16,2022,,,,Mur de Péguère (1 375 m) - 151.3 km
2,MICHAEL WOODS,198,ISRAEL-PREMIER TECH,8 PTS,,16,2022,,,,Mur de Péguère (1 375 m) - 151.3 km
3,MATTEO JORGENSON,64,MOVISTAR TEAM,6 PTS,,16,2022,,,,Mur de Péguère (1 375 m) - 151.3 km
4,VALENTIN MADOUAS,96,GROUPAMA - FDJ,4 PTS,,16,2022,,,,Mur de Péguère (1 375 m) - 151.3 km
5,SIMON GESCHKE,73,COFIDIS,2 PTS,,16,2022,,,,Mur de Péguère (1 375 m) - 151.3 km
6,MICHAEL STORER,98,GROUPAMA - FDJ,1 PTS,,16,2022,,,,Mur de Péguère (1 375 m) - 151.3 km
1,THIBAUT PINOT,97,GROUPAMA - FDJ,10 PTS,,17,2022,,,,Col d'Aspin (1 490 m) - 67.7 km
2,ALEXEY LUTSENKO,131,ASTANA - QAZAQSTAN TEAM,8 PTS,,17,2022,,,,Col d'Aspin (1 490 m) - 67.7 km
3,SIMON GESCHKE,73,COFIDIS,6 PTS,,17,2022,,,,Col d'Aspin (1 490 m) - 67.7 km
4,GIULIO CICCONE,172,TREK - SEGAFREDO,4 PTS,,17,2022,,,,Col d'Aspin (1 490 m) - 67.7 km
5,QUINN SIMMONS,176,TREK - SEGAFREDO,2 PTS,,17,2022,,,,Col d'Aspin (1 490 m) - 67.7 km
6,CHRISTOPHER HAMILTON,115,TEAM DSM,1 PTS,,17,2022,,,,Col d'Aspin (1 490 m) - 67.7 km
1,THIBAUT PINOT,97,GROUPAMA - FDJ,5 PTS,,17,2022,,,,Hourquette d'Ancizan (1 564 m) - 81.6 km
2,ALEXEY LUTSENKO,131,ASTANA - QAZAQSTAN TEAM,3 PTS,,17,2022,,,,Hourquette d'Ancizan (1 564 m) - 81.6 km
3,GIULIO CICCONE,172,TREK - SEGAFREDO,2 PTS,,17,2022,,,,Hourquette d'Ancizan (1 564 m) - 81.6 km
4,PIERRE LUC PERICHON,72,COFIDIS,1 PTS,,17,2022,,,,Hourquette d'Ancizan (1 564 m) - 81.6 km
1,TADEJ POGAČAR,1,UAE TEAM EMIRATES,10 PTS,,17,2022,,,,Col de Val Louron-Azet (1 580 m) - 109.5 km
2,JONAS VINGEGAARD,18,JUMBO - VISMA,8 PTS,,17,2022,,,,Col de Val Louron-Azet (1 580 m) - 109.5 km
3,BRANDON MCNULTY,6,UAE TEAM EMIRATES,6 PTS,,17,2022,,,,Col de Val Louron-Azet (1 580 m) - 109.5 km
4,ALEXEY LUTSENKO,131,ASTANA - QAZAQSTAN TEAM,4 PTS,,17,2022,,,,Col de Val Louron-Azet (1 580 m) - 109.5 km
5,GERAINT THOMAS,21,INEOS GRENADIERS,2 PTS,,17,2022,,,,Col de Val Louron-Azet (1 580 m) - 109.5 km
6,SEPP KUSS,14,JUMBO - VISMA,1 PTS,,17,2022,,,,Col de Val Louron-Azet (1 580 m) - 109.5 km
1,TADEJ POGAČAR,1,UAE TEAM EMIRATES,10 PTS,,17,2022,,,,PEYRAGUDES (1 580 m) - 129.7 km
2,JONAS VINGEGAARD,18,JUMBO - VISMA,8 PTS,,17,2022,,,,PEYRAGUDES (1 580 m) - 129.7 km
3,BRANDON MCNULTY,6,UAE TEAM EMIRATES,6 PTS,,17,2022,,,,PEYRAGUDES (1 580 m) - 129.7 km
4,GERAINT THOMAS,21,INEOS GRENADIERS,4 PTS,,17,2022,,,,PEYRAGUDES (1 580 m) - 129.7 km
5,ALEXEY LUTSENKO,131,ASTANA - QAZAQSTAN TEAM,2 PTS,,17,2022,,,,PEYRAGUDES (1 580 m) - 129.7 km
6,ROMAIN BARDET,111,TEAM DSM,1 PTS,,17,2022,,,,PEYRAGUDES (1 580 m) - 129.7 km
1,GIULIO CICCONE,172,TREK - SEGAFREDO,20 PTS,,18,2022,,,,Col d'Aubisque (1 709 m) - 76.7 km
2,THIBAUT PINOT,97,GROUPAMA - FDJ,15 PTS,,18,2022,,,,Col d'Aubisque (1 709 m) - 76.7 km
3,WOUT VAN AERT,16,JUMBO - VISMA,12 PTS,,18,2022,,,,Col d'Aubisque (1 709 m) - 76.7 km
4,VALENTIN MADOUAS,96,GROUPAMA - FDJ,10 PTS,,18,2022,,,,Col d'Aubisque (1 709 m) - 76.7 km
5,TIESJ BENOOT,12,JUMBO - VISMA,8 PTS,,18,2022,,,,Col d'Aubisque (1 709 m) - 76.7 km
6,DANIEL FELIPE MARTINEZ POVEDA,22,INEOS GRENADIERS,6 PTS,,18,2022,,,,Col d'Aubisque (1 709 m) - 76.7 km
7,CARLOS VERONA QUINTANILLA,68,MOVISTAR TEAM,4 PTS,,18,2022,,,,Col d'Aubisque (1 709 m) - 76.7 km
8,ENRIC MAS NICOLAU,61,MOVISTAR TEAM,2 PTS,,18,2022,,,,Col d'Aubisque (1 709 m) - 76.7 km
1,WOUT VAN AERT,16,JUMBO - VISMA,10 PTS,,18,2022,,,,Col de Spandelles (1 378 m) - 110 km
2,DANIEL FELIPE MARTINEZ POVEDA,22,INEOS GRENADIERS,8 PTS,,18,2022,,,,Col de Spandelles (1 378 m) - 110 km
3,THIBAUT PINOT,97,GROUPAMA - FDJ,6 PTS,,18,2022,,,,Col de Spandelles (1 378 m) - 110 km
4,ALEXEY LUTSENKO,131,ASTANA - QAZAQSTAN TEAM,4 PTS,,18,2022,,,,Col de Spandelles (1 378 m) - 110 km
5,CARLOS VERONA QUINTANILLA,68,MOVISTAR TEAM,2 PTS,,18,2022,,,,Col de Spandelles (1 378 m) - 110 km
6,VALENTIN MADOUAS,96,GROUPAMA - FDJ,1 PTS,,18,2022,,,,Col de Spandelles (1 378 m) - 110 km
1,JONAS VINGEGAARD,18,JUMBO - VISMA,20 PTS,,18,2022,,,,HAUTACAM (1 520 m) - 143.2 km
2,TADEJ POGAČAR,1,UAE TEAM EMIRATES,15 PTS,,18,2022,,,,HAUTACAM (1 520 m) - 143.2 km
3,WOUT VAN AERT,16,JUMBO - VISMA,12 PTS,,18,2022,,,,HAUTACAM (1 520 m) - 143.2 km
4,GERAINT THOMAS,21,INEOS GRENADIERS,10 PTS,,18,2022,,,,HAUTACAM (1 520 m) - 143.2 km
5,DAVID GAUDU,91,GROUPAMA - FDJ,8 PTS,,18,2022,,,,HAUTACAM (1 520 m) - 143.2 km
6,ALEXEY LUTSENKO,131,ASTANA - QAZAQSTAN TEAM,6 PTS,,18,2022,,,,HAUTACAM (1 520 m) - 143.2 km
7,DANIEL FELIPE MARTINEZ POVEDA,22,INEOS GRENADIERS,4 PTS,,18,2022,,,,HAUTACAM (1 520 m) - 143.2 km
8,SEPP KUSS,14,JUMBO - VISMA,2 PTS,,18,2022,,,,HAUTACAM (1 520 m) - 143.2 km
1,MATEJ MOHORIC,84,BAHRAIN VICTORIOUS,1 PTS,,19,2022,,,,Côte de la Cité médiévale de Lauzerte - 135.7 km
1,QUINN SIMMONS,176,TREK - SEGAFREDO,1 PTS,,19,2022,,,,Côte de Saint-Daunès - 152.6 km
1,SIMON GESCHKE,73,COFIDIS,1 PTS,,21,2022,,,,Côte du Pavé des Gardes - 43.3 km
1,GREGAARD JONAS WILSLY,208,UNO-X PRO CYCLING TEAM,2 PTS,,1,2023,,,,Côte de Laukiz - 13.8 km
2,PASCAL EENKHOORN,184,LOTTO DSTNY,1 PTS,,1,2023,,,,Côte de Laukiz - 13.8 km
1,PASCAL EENKHOORN,184,LOTTO DSTNY,2 PTS,,1,2023,,,,Côte de San Juan de Gaztelugatxe - 67.8 km
2,SIMON GUGLIELMI,175,TEAM ARKEA - SAMSIC,1 PTS,,1,2023,,,,Côte de San Juan de Gaztelugatxe - 67.8 km
1,JONAS ABRAHAMSEN,202,UNO-X PRO CYCLING TEAM,1 PTS,,1,2023,,,,Col de Morga - 140.9 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,5 PTS,,1,2023,,,,Côte de Vivero (361 m) - 154.9 km
2,GEORG ZIMMERMANN,118,INTERMARCHÉ - CIRCUS - WANTY,3 PTS,,1,2023,,,,Côte de Vivero (361 m) - 154.9 km
3,JHOAN ESTEBAN CHAVES RUBIO,44,EF EDUCATION - EASYPOST,2 PTS,,1,2023,,,,Côte de Vivero (361 m) - 154.9 km
4,DYLAN VAN BAARLE,7,JUMBO-VISMA,1 PTS,,1,2023,,,,Côte de Vivero (361 m) - 154.9 km
1,TADEJ POGAČAR,11,UAE TEAM EMIRATES,2 PTS,,1,2023,,,,Côte de Pike - 172.4 km
2,JONAS VINGEGAARD,1,JUMBO-VISMA,1 PTS,,1,2023,,,,Côte de Pike - 172.4 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,2 PTS,,2,2023,,,,Col d'Udana - 81.3 km
2,EDVALD BOASSON-HAGEN,212,TOTALENERGIES,1 PTS,,2,2023,,,,Col d'Udana - 81.3 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,1 PTS,,2,2023,,,,Côte d'Aztiria - 87.6 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,2 PTS,,2,2023,,,,Côte d'Alkiza - 140.9 km
2,EDVALD BOASSON-HAGEN,212,TOTALENERGIES,1 PTS,,2,2023,,,,Côte d'Alkiza - 140.9 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,1 PTS,,2,2023,,,,Côte de Gurutze - 174.2 km
1,TADEJ POGAČAR,11,UAE TEAM EMIRATES,5 PTS,,2,2023,,,,Jaizkibel (455 m) - 192.4 km
2,JONAS VINGEGAARD,1,JUMBO-VISMA,3 PTS,,2,2023,,,,Jaizkibel (455 m) - 192.4 km
3,SIMON YATES,161,TEAM JAYCO ALULA,2 PTS,,2,2023,,,,Jaizkibel (455 m) - 192.4 km
4,GIULIO CICCONE,81,LIDL - TREK,1 PTS,,2,2023,,,,Jaizkibel (455 m) - 192.4 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,2 PTS,,3,2023,,,,Côte de Trabakua - 13.8 km
2,LAURENT PICHON,178,TEAM ARKEA - SAMSIC,1 PTS,,3,2023,,,,Côte de Trabakua - 13.8 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,1 PTS,,3,2023,,,,Côte de Milloi - 32.8 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,2 PTS,,3,2023,,,,Col d'Itziar - 70.9 km
2,LAURENT PICHON,178,TEAM ARKEA - SAMSIC,1 PTS,,3,2023,,,,Col d'Itziar - 70.9 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,2 PTS,,3,2023,,,,Côte d'Orioko Benta - 102 km
2,LAURENT PICHON,178,TEAM ARKEA - SAMSIC,1 PTS,,3,2023,,,,Côte d'Orioko Benta - 102 km
1,ANTHONY DELAPLACE,174,TEAM ARKEA - SAMSIC,1 PTS,,4,2023,,,,Côte de Dému - 154.4 km
1,FELIX GALL,95,AG2R CITROEN TEAM,20 PTS,,5,2023,,,,Col de Soudet (1 540 m) - 87.5 km
2,DANIEL FELIPE MARTINEZ POVEDA,25,INEOS GRENADIERS,15 PTS,,5,2023,,,,Col de Soudet (1 540 m) - 87.5 km
3,GIULIO CICCONE,81,LIDL - TREK,12 PTS,,5,2023,,,,Col de Soudet (1 540 m) - 87.5 km
4,EMANUEL BUCHMANN,72,BORA - HANSGROHE,10 PTS,,5,2023,,,,Col de Soudet (1 540 m) - 87.5 km
5,JAI HINDLEY,71,BORA - HANSGROHE,8 PTS,,5,2023,,,,Col de Soudet (1 540 m) - 87.5 km
6,KRISTS NEILANDS,155,ISRAEL - PREMIER TECH,6 PTS,,5,2023,,,,Col de Soudet (1 540 m) - 87.5 km
7,JACK HAIG,66,BAHRAIN VICTORIOUS,4 PTS,,5,2023,,,,Col de Soudet (1 540 m) - 87.5 km
8,MATTEO JORGENSON,135,MOVISTAR TEAM,2 PTS,,5,2023,,,,Col de Soudet (1 540 m) - 87.5 km
1,KRISTS NEILANDS,155,ISRAEL - PREMIER TECH,2 PTS,,5,2023,,,,Col d'Ichère - 124.8 km
2,WOUT VAN AERT,6,JUMBO-VISMA,1 PTS,,5,2023,,,,Col d'Ichère - 124.8 km
1,JAI HINDLEY,71,BORA - HANSGROHE,10 PTS,,5,2023,,,,Col de Marie Blanque (1 035 m) - 144.2 km
2,FELIX GALL,95,AG2R CITROEN TEAM,8 PTS,,5,2023,,,,Col de Marie Blanque (1 035 m) - 144.2 km
3,GIULIO CICCONE,81,LIDL - TREK,6 PTS,,5,2023,,,,Col de Marie Blanque (1 035 m) - 144.2 km
4,EMANUEL BUCHMANN,72,BORA - HANSGROHE,4 PTS,,5,2023,,,,Col de Marie Blanque (1 035 m) - 144.2 km
5,JONAS VINGEGAARD,1,JUMBO-VISMA,2 PTS,,5,2023,,,,Col de Marie Blanque (1 035 m) - 144.2 km
6,JACK HAIG,66,BAHRAIN VICTORIOUS,1 PTS,,5,2023,,,,Col de Marie Blanque (1 035 m) - 144.2 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,2 PTS,,6,2023,,,,Côte de Capvern-les-Bains - 29.9 km
2,KASPER ASGREEN,52,SOUDAL QUICK-STEP,1 PTS,,6,2023,,,,Côte de Capvern-les-Bains - 29.9 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,10 PTS,,6,2023,,,,Col d'Aspin (1 490 m) - 68.1 km
2,RUBEN ALMEIDA GUERREIRO,132,MOVISTAR TEAM,8 PTS,,6,2023,,,,Col d'Aspin (1 490 m) - 68.1 km
3,WOUT VAN AERT,6,JUMBO-VISMA,6 PTS,,6,2023,,,,Col d'Aspin (1 490 m) - 68.1 km
4,MATHIEU VAN DER POEL,101,ALPECIN-DECEUNINCK,4 PTS,,6,2023,,,,Col d'Aspin (1 490 m) - 68.1 km
5,JULIAN ALAPHILIPPE,51,SOUDAL QUICK-STEP,2 PTS,,6,2023,,,,Col d'Aspin (1 490 m) - 68.1 km
6,KRISTS NEILANDS,155,ISRAEL - PREMIER TECH,1 PTS,,6,2023,,,,Col d'Aspin (1 490 m) - 68.1 km
1,TOBIAS HALLAND JOHANNESSEN,204,UNO-X PRO CYCLING TEAM,20 PTS,,6,2023,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 97.9 km
2,RUBEN ALMEIDA GUERREIRO,132,MOVISTAR TEAM,15 PTS,,6,2023,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 97.9 km
3,JAMES SHAW,47,EF EDUCATION - EASYPOST,12 PTS,,6,2023,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 97.9 km
4,MICHAL KWIATKOWSKI,24,INEOS GRENADIERS,10 PTS,,6,2023,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 97.9 km
5,WOUT VAN AERT,6,JUMBO-VISMA,8 PTS,,6,2023,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 97.9 km
6,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,6 PTS,,6,2023,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 97.9 km
7,JONAS VINGEGAARD,1,JUMBO-VISMA,4 PTS,,6,2023,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 97.9 km
8,TADEJ POGAČAR,11,UAE TEAM EMIRATES,2 PTS,,6,2023,,,,Col du Tourmalet (2 115 m) - Souvenir Jacques Goddet - 97.9 km
1,TADEJ POGAČAR,11,UAE TEAM EMIRATES,10 PTS,,6,2023,,,,CAUTERETS-CAMBASQUE (1 355 m) - 144.9 km
2,JONAS VINGEGAARD,1,JUMBO-VISMA,8 PTS,,6,2023,,,,CAUTERETS-CAMBASQUE (1 355 m) - 144.9 km
3,TOBIAS HALLAND JOHANNESSEN,204,UNO-X PRO CYCLING TEAM,6 PTS,,6,2023,,,,CAUTERETS-CAMBASQUE (1 355 m) - 144.9 km
4,RUBEN ALMEIDA GUERREIRO,132,MOVISTAR TEAM,4 PTS,,6,2023,,,,CAUTERETS-CAMBASQUE (1 355 m) - 144.9 km
5,JAMES SHAW,47,EF EDUCATION - EASYPOST,2 PTS,,6,2023,,,,CAUTERETS-CAMBASQUE (1 355 m) - 144.9 km
6,JAI HINDLEY,71,BORA - HANSGROHE,1 PTS,,6,2023,,,,CAUTERETS-CAMBASQUE (1 355 m) - 144.9 km
1,PIERRE LATOUR,216,TOTALENERGIES,1 PTS,,7,2023,,,,Côte de Béguey - 131 km
1,ANTHONY TURGIS,218,TOTALENERGIES,2 PTS,,8,2023,,,,Côte de Champs-Romain - 130.4 km
2,TIM DECLERCQ,54,SOUDAL QUICK-STEP,1 PTS,,8,2023,,,,Côte de Champs-Romain - 130.4 km
1,ANTHONY TURGIS,218,TOTALENERGIES,1 PTS,,8,2023,,,,Côte de Masmont - 184.7 km
1,ANTHONY TURGIS,218,TOTALENERGIES,1 PTS,,8,2023,,,,Côte de Condat-sur-Vienne - 191.4 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,1 PTS,,9,2023,,,,Côte de Felletin - 74.8 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,1 PTS,,9,2023,,,,Côte de Pontcharraud - 87.5 km
1,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,2 PTS,,9,2023,,,,Côte de Pontaumur - 126.2 km
2,VICTOR CAMPENAERTS,182,LOTTO DSTNY,1 PTS,,9,2023,,,,Côte de Pontaumur - 126.2 km
1,MICHAEL WOODS,151,ISRAEL - PREMIER TECH,20 PTS,,9,2023,,,,PUY DE DÔME (1 415 m) - 182.4 km
2,PIERRE LATOUR,216,TOTALENERGIES,15 PTS,,9,2023,,,,PUY DE DÔME (1 415 m) - 182.4 km
3,MATEJ MOHORIC,67,BAHRAIN VICTORIOUS,12 PTS,,9,2023,,,,PUY DE DÔME (1 415 m) - 182.4 km
4,MATTEO JORGENSON,135,MOVISTAR TEAM,10 PTS,,9,2023,,,,PUY DE DÔME (1 415 m) - 182.4 km
5,CLÉMENT BERTHET,92,AG2R CITROEN TEAM,8 PTS,,9,2023,,,,PUY DE DÔME (1 415 m) - 182.4 km
6,NEILSON POWLESS,46,EF EDUCATION - EASYPOST,6 PTS,,9,2023,,,,PUY DE DÔME (1 415 m) - 182.4 km
7,ALEXEY LUTSENKO,195,ASTANA QAZAQSTAN TEAM,4 PTS,,9,2023,,,,PUY DE DÔME (1 415 m) - 182.4 km
8,GREGAARD JONAS WILSLY,208,UNO-X PRO CYCLING TEAM,2 PTS,,9,2023,,,,PUY DE DÔME (1 415 m) - 182.4 km
1,ANTHON CHARMIG,203,UNO-X PRO CYCLING TEAM,2 PTS,,10,2023,,,,Col de La Moreno - 7 km
2,RÉMI CAVAGNA,53,SOUDAL QUICK-STEP,1 PTS,,10,2023,,,,Col de La Moreno - 7 km
1,WOUT POELS,68,BAHRAIN VICTORIOUS,2 PTS,,10,2023,,,,Col de Guéry - 27.3 km
2,KRISTS NEILANDS,155,ISRAEL - PREMIER TECH,1 PTS,,10,2023,,,,Col de Guéry - 27.3 km
1,WARREN BARGUIL,171,TEAM ARKEA - SAMSIC,5 PTS,,10,2023,,,,Col de la Croix Saint-Robert (1 451 m) - 66.6 km
2,JHOAN ESTEBAN CHAVES RUBIO,44,EF EDUCATION - EASYPOST,3 PTS,,10,2023,,,,Col de la Croix Saint-Robert (1 451 m) - 66.6 km
3,GEORG ZIMMERMANN,118,INTERMARCHÉ - CIRCUS - WANTY,2 PTS,,10,2023,,,,Col de la Croix Saint-Robert (1 451 m) - 66.6 km
4,PELLO BILBAO LOPEZ DE ARMENTIA,65,BAHRAIN VICTORIOUS,1 PTS,,10,2023,,,,Col de la Croix Saint-Robert (1 451 m) - 66.6 km
1,JHOAN ESTEBAN CHAVES RUBIO,44,EF EDUCATION - EASYPOST,2 PTS,,10,2023,,,,Côte de Saint-Victor-la-Rivière - 84.3 km
2,WARREN BARGUIL,171,TEAM ARKEA - SAMSIC,1 PTS,,10,2023,,,,Côte de Saint-Victor-la-Rivière - 84.3 km
1,KRISTS NEILANDS,155,ISRAEL - PREMIER TECH,2 PTS,,10,2023,,,,Côte de la Chapelle-Marcousse - 138.6 km
2,JHOAN ESTEBAN CHAVES RUBIO,44,EF EDUCATION - EASYPOST,1 PTS,,10,2023,,,,Côte de la Chapelle-Marcousse - 138.6 km
1,MATIS LOUVEL,176,TEAM ARKEA - SAMSIC,1 PTS,,11,2023,,,,Côte de Chaptuzat-Haut - 31.8 km
1,DANIEL OSS,217,TOTALENERGIES,1 PTS,,11,2023,,,,Côte du Mercurol - 49.5 km
1,DANIEL OSS,217,TOTALENERGIES,1 PTS,,11,2023,,,,Côte de la Croix Blanche - 118.5 km
1,DANIEL FELIPE MARTINEZ POVEDA,25,INEOS GRENADIERS,2 PTS,,12,2023,,,,Côte de Thizy-les-Bourgs - 20.5 km
2,GIULIO CICCONE,81,LIDL - TREK,1 PTS,,12,2023,,,,Côte de Thizy-les-Bourgs - 20.5 km
1,GIULIO CICCONE,81,LIDL - TREK,2 PTS,,12,2023,,,,Col des Écorbans - 37.9 km
2,DANIEL FELIPE MARTINEZ POVEDA,25,INEOS GRENADIERS,1 PTS,,12,2023,,,,Col des Écorbans - 37.9 km
1,GUILLAUME MARTIN GUYONNET,121,COFIDIS,2 PTS,,12,2023,,,,Col de la Casse Froide - 109.9 km
2,TOBIAS HALLAND JOHANNESSEN,204,UNO-X PRO CYCLING TEAM,1 PTS,,12,2023,,,,Col de la Casse Froide - 109.9 km
1,MATHIEU VAN DER POEL,101,ALPECIN-DECEUNINCK,5 PTS,,12,2023,,,,Col de la Croix Montmain (737 m) - 125 km
2,TOBIAS HALLAND JOHANNESSEN,204,UNO-X PRO CYCLING TEAM,3 PTS,,12,2023,,,,Col de la Croix Montmain (737 m) - 125 km
3,RUBEN ALMEIDA GUERREIRO,132,MOVISTAR TEAM,2 PTS,,12,2023,,,,Col de la Croix Montmain (737 m) - 125 km
