Rank,Team,Times,Gap,Stages,Year,Rider,Rider No.,B,P
1,TEAM MILRAM,15h 28' 54'',-,1,2010,,,,
2,SKY PRO CYCLING,15h 28' 54'',-,1,2010,,,,
3,COFIDIS LE CREDIT EN LIGNE,15h 28' 54'',-,1,2010,,,,
4,TEAM HTC - COLUMBIA,15h 28' 54'',-,1,2010,,,,
5,QUICK STEP,15h 28' 54'',-,1,2010,,,,
6,KATUSHA TEAM,15h 28' 54'',-,1,2010,,,,
7,LAMPRE - FARNESE,15h 28' 54'',-,1,2010,,,,
8,OMEGA PHARMA - LOTTO,15h 28' 54'',-,1,2010,,,,
9,CERVELO TEST TEAM,15h 28' 54'',-,1,2010,,,,
10,FDJ,15h 28' 54'',-,1,2010,,,,
11,LIQUIGAS-DOIMO,15h 28' 54'',-,1,2010,,,,
12,BBOX BOUYGUES TELECOM,15h 28' 54'',-,1,2010,,,,
13,BMC RACING TEAM,15h 28' 54'',-,1,2010,,,,
14,CAISSE D'EPARGNE,15h 28' 54'',-,1,2010,,,,
15,ASTANA,15h 28' 54'',-,1,2010,,,,
16,GARMIN - TRANSITIONS,15h 28' 54'',-,1,2010,,,,
17,EUSKALTEL - EUSKADI,15h 28' 54'',-,1,2010,,,,
18,AG2R LA MONDIALE,15h 28' 54'',-,1,2010,,,,
19,TEAM SAXO BANK,15h 28' 54'',-,1,2010,,,,
20,TEAM RADIOSHACK,15h 28' 54'',-,1,2010,,,,
21,RABOBANK,15h 28' 54'',-,1,2010,,,,
22,FOOTON-SERVETTO,15h 28' 54'',-,1,2010,,,,
1,QUICK STEP,14h 10' 16'',-,2,2010,,,,
2,TEAM MILRAM,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
3,OMEGA PHARMA - LOTTO,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
4,KATUSHA TEAM,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
5,CERVELO TEST TEAM,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
6,LIQUIGAS-DOIMO,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
7,GARMIN - TRANSITIONS,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
8,TEAM SAXO BANK,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
9,BMC RACING TEAM,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
10,RABOBANK,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
11,CAISSE D'EPARGNE,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
12,SKY PRO CYCLING,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
13,TEAM RADIOSHACK,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
14,EUSKALTEL - EUSKADI,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
15,AG2R LA MONDIALE,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
16,TEAM HTC - COLUMBIA,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
17,ASTANA,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
18,FDJ,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
19,COFIDIS LE CREDIT EN LIGNE,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
20,BBOX BOUYGUES TELECOM,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
21,FOOTON-SERVETTO,14h 14' 12'',+ 00h 03' 56'',2,2010,,,,
22,LAMPRE - FARNESE,14h 19' 07'',+ 00h 08' 51'',2,2010,,,,
1,TEAM SAXO BANK,14h 31' 02'',-,3,2010,,,,
2,SKY PRO CYCLING,14h 31' 33'',+ 00h 00' 31'',3,2010,,,,
3,GARMIN - TRANSITIONS,14h 31' 33'',+ 00h 00' 31'',3,2010,,,,
4,ASTANA,14h 33' 25'',+ 00h 02' 23'',3,2010,,,,
5,OMEGA PHARMA - LOTTO,14h 33' 41'',+ 00h 02' 39'',3,2010,,,,
6,CERVELO TEST TEAM,14h 33' 44'',+ 00h 02' 42'',3,2010,,,,
7,BMC RACING TEAM,14h 33' 44'',+ 00h 02' 42'',3,2010,,,,
8,AG2R LA MONDIALE,14h 34' 03'',+ 00h 03' 01'',3,2010,,,,
9,RABOBANK,14h 34' 03'',+ 00h 03' 01'',3,2010,,,,
10,CAISSE D'EPARGNE,14h 34' 51'',+ 00h 03' 49'',3,2010,,,,
11,KATUSHA TEAM,14h 35' 30'',+ 00h 04' 28'',3,2010,,,,
12,LIQUIGAS-DOIMO,14h 35' 30'',+ 00h 04' 28'',3,2010,,,,
13,LAMPRE - FARNESE,14h 35' 40'',+ 00h 04' 38'',3,2010,,,,
14,TEAM RADIOSHACK,14h 35' 52'',+ 00h 04' 50'',3,2010,,,,
15,TEAM HTC - COLUMBIA,14h 35' 52'',+ 00h 04' 50'',3,2010,,,,
16,FDJ,14h 35' 52'',+ 00h 04' 50'',3,2010,,,,
17,EUSKALTEL - EUSKADI,14h 35' 52'',+ 00h 04' 50'',3,2010,,,,
18,BBOX BOUYGUES TELECOM,14h 35' 52'',+ 00h 04' 50'',3,2010,,,,
19,COFIDIS LE CREDIT EN LIGNE,14h 35' 52'',+ 00h 04' 50'',3,2010,,,,
20,TEAM MILRAM,14h 37' 25'',+ 00h 06' 23'',3,2010,,,,
21,FOOTON-SERVETTO,14h 39' 33'',+ 00h 08' 31'',3,2010,,,,
22,QUICK STEP,14h 40' 48'',+ 00h 09' 46'',3,2010,,,,
1,GARMIN - TRANSITIONS,10h 44' 45'',-,4,2010,,,,
2,SKY PRO CYCLING,10h 44' 45'',-,4,2010,,,,
3,BMC RACING TEAM,10h 44' 45'',-,4,2010,,,,
4,CAISSE D'EPARGNE,10h 44' 45'',-,4,2010,,,,
5,AG2R LA MONDIALE,10h 44' 45'',-,4,2010,,,,
6,OMEGA PHARMA - LOTTO,10h 44' 45'',-,4,2010,,,,
7,TEAM MILRAM,10h 44' 45'',-,4,2010,,,,
8,LIQUIGAS-DOIMO,10h 44' 45'',-,4,2010,,,,
9,EUSKALTEL - EUSKADI,10h 44' 45'',-,4,2010,,,,
10,TEAM HTC - COLUMBIA,10h 44' 45'',-,4,2010,,,,
11,TEAM SAXO BANK,10h 44' 45'',-,4,2010,,,,
12,QUICK STEP,10h 44' 45'',-,4,2010,,,,
13,RABOBANK,10h 44' 45'',-,4,2010,,,,
14,TEAM RADIOSHACK,10h 44' 45'',-,4,2010,,,,
15,KATUSHA TEAM,10h 44' 45'',-,4,2010,,,,
16,ASTANA,10h 44' 45'',-,4,2010,,,,
17,BBOX BOUYGUES TELECOM,10h 44' 45'',-,4,2010,,,,
18,FDJ,10h 44' 45'',-,4,2010,,,,
19,CERVELO TEST TEAM,10h 44' 45'',-,4,2010,,,,
20,FOOTON-SERVETTO,10h 44' 45'',-,4,2010,,,,
21,LAMPRE - FARNESE,10h 44' 45'',-,4,2010,,,,
22,COFIDIS LE CREDIT EN LIGNE,10h 44' 45'',-,4,2010,,,,
1,SKY PRO CYCLING,13h 32' 30'',-,5,2010,,,,
2,ASTANA,13h 32' 30'',-,5,2010,,,,
3,TEAM HTC - COLUMBIA,13h 32' 30'',-,5,2010,,,,
4,BBOX BOUYGUES TELECOM,13h 32' 30'',-,5,2010,,,,
5,TEAM MILRAM,13h 32' 30'',-,5,2010,,,,
6,EUSKALTEL - EUSKADI,13h 32' 30'',-,5,2010,,,,
7,LAMPRE - FARNESE,13h 32' 30'',-,5,2010,,,,
8,TEAM RADIOSHACK,13h 32' 30'',-,5,2010,,,,
9,AG2R LA MONDIALE,13h 32' 30'',-,5,2010,,,,
10,GARMIN - TRANSITIONS,13h 32' 30'',-,5,2010,,,,
11,CAISSE D'EPARGNE,13h 32' 30'',-,5,2010,,,,
12,TEAM SAXO BANK,13h 32' 30'',-,5,2010,,,,
13,LIQUIGAS-DOIMO,13h 32' 30'',-,5,2010,,,,
14,OMEGA PHARMA - LOTTO,13h 32' 30'',-,5,2010,,,,
15,COFIDIS LE CREDIT EN LIGNE,13h 32' 30'',-,5,2010,,,,
16,KATUSHA TEAM,13h 32' 30'',-,5,2010,,,,
17,RABOBANK,13h 32' 30'',-,5,2010,,,,
18,QUICK STEP,13h 32' 30'',-,5,2010,,,,
19,BMC RACING TEAM,13h 32' 30'',-,5,2010,,,,
20,CERVELO TEST TEAM,13h 32' 30'',-,5,2010,,,,
21,FDJ,13h 32' 30'',-,5,2010,,,,
22,FOOTON-SERVETTO,13h 32' 30'',-,5,2010,,,,
1,GARMIN - TRANSITIONS,16h 53' 09'',-,6,2010,,,,
2,TEAM HTC - COLUMBIA,16h 53' 09'',-,6,2010,,,,
3,CERVELO TEST TEAM,16h 53' 09'',-,6,2010,,,,
4,SKY PRO CYCLING,16h 53' 09'',-,6,2010,,,,
5,TEAM MILRAM,16h 53' 12'',+ 00h 00' 03'',6,2010,,,,
6,BBOX BOUYGUES TELECOM,16h 53' 12'',+ 00h 00' 03'',6,2010,,,,
7,AG2R LA MONDIALE,16h 53' 12'',+ 00h 00' 03'',6,2010,,,,
8,LAMPRE - FARNESE,16h 53' 12'',+ 00h 00' 03'',6,2010,,,,
9,KATUSHA TEAM,16h 53' 12'',+ 00h 00' 03'',6,2010,,,,
10,CAISSE D'EPARGNE,16h 53' 12'',+ 00h 00' 03'',6,2010,,,,
11,COFIDIS LE CREDIT EN LIGNE,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
12,TEAM RADIOSHACK,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
13,QUICK STEP,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
14,OMEGA PHARMA - LOTTO,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
15,TEAM SAXO BANK,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
16,FDJ,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
17,BMC RACING TEAM,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
18,ASTANA,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
19,EUSKALTEL - EUSKADI,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
20,LIQUIGAS-DOIMO,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
21,RABOBANK,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
22,FOOTON-SERVETTO,16h 53' 15'',+ 00h 00' 06'',6,2010,,,,
1,RABOBANK,13h 13' 37'',-,7,2010,,,,
2,BBOX BOUYGUES TELECOM,13h 13' 50'',+ 00h 00' 13'',7,2010,,,,
3,CAISSE D'EPARGNE,13h 13' 50'',+ 00h 00' 13'',7,2010,,,,
4,ASTANA,13h 13' 57'',+ 00h 00' 20'',7,2010,,,,
5,TEAM RADIOSHACK,13h 13' 57'',+ 00h 00' 20'',7,2010,,,,
6,QUICK STEP,13h 14' 18'',+ 00h 00' 41'',7,2010,,,,
7,TEAM HTC - COLUMBIA,13h 16' 10'',+ 00h 02' 33'',7,2010,,,,
8,BMC RACING TEAM,13h 17' 12'',+ 00h 03' 35'',7,2010,,,,
9,SKY PRO CYCLING,13h 17' 28'',+ 00h 03' 51'',7,2010,,,,
10,COFIDIS LE CREDIT EN LIGNE,13h 18' 23'',+ 00h 04' 46'',7,2010,,,,
11,EUSKALTEL - EUSKADI,13h 18' 23'',+ 00h 04' 46'',7,2010,,,,
12,AG2R LA MONDIALE,13h 20' 27'',+ 00h 06' 50'',7,2010,,,,
13,KATUSHA TEAM,13h 20' 27'',+ 00h 06' 50'',7,2010,,,,
14,OMEGA PHARMA - LOTTO,13h 22' 05'',+ 00h 08' 28'',7,2010,,,,
15,LIQUIGAS-DOIMO,13h 22' 12'',+ 00h 08' 35'',7,2010,,,,
16,TEAM SAXO BANK,13h 25' 09'',+ 00h 11' 32'',7,2010,,,,
17,FOOTON-SERVETTO,13h 25' 32'',+ 00h 11' 55'',7,2010,,,,
18,TEAM MILRAM,13h 30' 27'',+ 00h 16' 50'',7,2010,,,,
19,GARMIN - TRANSITIONS,13h 31' 07'',+ 00h 17' 30'',7,2010,,,,
20,FDJ,13h 33' 37'',+ 00h 20' 00'',7,2010,,,,
21,CERVELO TEST TEAM,13h 42' 42'',+ 00h 29' 05'',7,2010,,,,
22,LAMPRE - FARNESE,13h 45' 09'',+ 00h 31' 32'',7,2010,,,,
1,RABOBANK,14h 46' 20'',-,8,2010,,,,
2,ASTANA,14h 47' 26'',+ 00h 01' 06'',8,2010,,,,
3,TEAM RADIOSHACK,14h 48' 02'',+ 00h 01' 42'',8,2010,,,,
4,LIQUIGAS-DOIMO,14h 49' 23'',+ 00h 03' 03'',8,2010,,,,
5,AG2R LA MONDIALE,14h 50' 36'',+ 00h 04' 16'',8,2010,,,,
6,FOOTON-SERVETTO,14h 53' 09'',+ 00h 06' 49'',8,2010,,,,
7,CAISSE D'EPARGNE,14h 54' 07'',+ 00h 07' 47'',8,2010,,,,
8,OMEGA PHARMA - LOTTO,14h 54' 16'',+ 00h 07' 56'',8,2010,,,,
9,COFIDIS LE CREDIT EN LIGNE,14h 54' 53'',+ 00h 08' 33'',8,2010,,,,
10,TEAM HTC - COLUMBIA,14h 55' 53'',+ 00h 09' 33'',8,2010,,,,
11,BMC RACING TEAM,14h 56' 43'',+ 00h 10' 23'',8,2010,,,,
12,EUSKALTEL - EUSKADI,14h 56' 51'',+ 00h 10' 31'',8,2010,,,,
13,BBOX BOUYGUES TELECOM,15h 04' 33'',+ 00h 18' 13'',8,2010,,,,
14,TEAM SAXO BANK,15h 05' 27'',+ 00h 19' 07'',8,2010,,,,
15,QUICK STEP,15h 07' 07'',+ 00h 20' 47'',8,2010,,,,
16,FDJ,15h 07' 18'',+ 00h 20' 58'',8,2010,,,,
17,SKY PRO CYCLING,15h 07' 35'',+ 00h 21' 15'',8,2010,,,,
18,CERVELO TEST TEAM,15h 15' 05'',+ 00h 28' 45'',8,2010,,,,
19,GARMIN - TRANSITIONS,15h 18' 06'',+ 00h 31' 46'',8,2010,,,,
20,KATUSHA TEAM,15h 26' 16'',+ 00h 39' 56'',8,2010,,,,
21,TEAM MILRAM,15h 47' 41'',+ 01h 01' 21'',8,2010,,,,
22,LAMPRE - FARNESE,15h 53' 26'',+ 01h 07' 06'',8,2010,,,,
1,CAISSE D'EPARGNE,16h 57' 22'',-,9,2010,,,,
2,TEAM RADIOSHACK,17h 03' 15'',+ 00h 05' 53'',9,2010,,,,
3,ASTANA,17h 06' 02'',+ 00h 08' 40'',9,2010,,,,
4,RABOBANK,17h 06' 56'',+ 00h 09' 34'',9,2010,,,,
5,OMEGA PHARMA - LOTTO,17h 07' 14'',+ 00h 09' 52'',9,2010,,,,
6,AG2R LA MONDIALE,17h 09' 15'',+ 00h 11' 53'',9,2010,,,,
7,LIQUIGAS-DOIMO,17h 09' 17'',+ 00h 11' 55'',9,2010,,,,
8,SKY PRO CYCLING,17h 10' 01'',+ 00h 12' 39'',9,2010,,,,
9,TEAM SAXO BANK,17h 11' 58'',+ 00h 14' 36'',9,2010,,,,
10,EUSKALTEL - EUSKADI,17h 18' 48'',+ 00h 21' 26'',9,2010,,,,
11,COFIDIS LE CREDIT EN LIGNE,17h 19' 51'',+ 00h 22' 29'',9,2010,,,,
12,BBOX BOUYGUES TELECOM,17h 20' 06'',+ 00h 22' 44'',9,2010,,,,
13,CERVELO TEST TEAM,17h 25' 11'',+ 00h 27' 49'',9,2010,,,,
14,FDJ,17h 25' 21'',+ 00h 27' 59'',9,2010,,,,
15,QUICK STEP,17h 26' 00'',+ 00h 28' 38'',9,2010,,,,
16,BMC RACING TEAM,17h 26' 05'',+ 00h 28' 43'',9,2010,,,,
17,TEAM HTC - COLUMBIA,17h 30' 16'',+ 00h 32' 54'',9,2010,,,,
18,GARMIN - TRANSITIONS,17h 33' 28'',+ 00h 36' 06'',9,2010,,,,
19,LAMPRE - FARNESE,17h 46' 22'',+ 00h 49' 00'',9,2010,,,,
20,KATUSHA TEAM,17h 47' 31'',+ 00h 50' 09'',9,2010,,,,
21,TEAM MILRAM,17h 56' 24'',+ 00h 59' 02'',9,2010,,,,
22,FOOTON-SERVETTO,18h 12' 18'',+ 01h 14' 56'',9,2010,,,,
1,CAISSE D'EPARGNE,16h 01' 26'',-,10,2010,,,,
2,TEAM RADIOSHACK,16h 01' 26'',-,10,2010,,,,
3,BBOX BOUYGUES TELECOM,16h 02' 55'',+ 00h 01' 29'',10,2010,,,,
4,QUICK STEP,16h 02' 55'',+ 00h 01' 29'',10,2010,,,,
5,OMEGA PHARMA - LOTTO,16h 02' 59'',+ 00h 01' 33'',10,2010,,,,
6,AG2R LA MONDIALE,16h 03' 25'',+ 00h 01' 59'',10,2010,,,,
7,COFIDIS LE CREDIT EN LIGNE,16h 15' 23'',+ 00h 13' 57'',10,2010,,,,
8,LIQUIGAS-DOIMO,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
9,LAMPRE - FARNESE,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
10,RABOBANK,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
11,TEAM SAXO BANK,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
12,CERVELO TEST TEAM,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
13,KATUSHA TEAM,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
14,ASTANA,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
15,EUSKALTEL - EUSKADI,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
16,TEAM HTC - COLUMBIA,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
17,SKY PRO CYCLING,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
18,TEAM MILRAM,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
19,FDJ,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
20,FOOTON-SERVETTO,16h 15' 45'',+ 00h 14' 19'',10,2010,,,,
21,BMC RACING TEAM,16h 17' 13'',+ 00h 15' 47'',10,2010,,,,
22,GARMIN - TRANSITIONS,16h 17' 13'',+ 00h 15' 47'',10,2010,,,,
1,TEAM MILRAM,14h 07' 27'',-,11,2010,,,,
2,EUSKALTEL - EUSKADI,14h 07' 27'',-,11,2010,,,,
3,AG2R LA MONDIALE,14h 07' 27'',-,11,2010,,,,
4,CERVELO TEST TEAM,14h 07' 27'',-,11,2010,,,,
5,GARMIN - TRANSITIONS,14h 07' 27'',-,11,2010,,,,
6,TEAM HTC - COLUMBIA,14h 07' 27'',-,11,2010,,,,
7,RABOBANK,14h 07' 27'',-,11,2010,,,,
8,KATUSHA TEAM,14h 07' 27'',-,11,2010,,,,
9,BBOX BOUYGUES TELECOM,14h 07' 27'',-,11,2010,,,,
10,LAMPRE - FARNESE,14h 07' 27'',-,11,2010,,,,
11,SKY PRO CYCLING,14h 07' 27'',-,11,2010,,,,
12,CAISSE D'EPARGNE,14h 07' 27'',-,11,2010,,,,
13,OMEGA PHARMA - LOTTO,14h 07' 27'',-,11,2010,,,,
14,ASTANA,14h 07' 27'',-,11,2010,,,,
15,QUICK STEP,14h 07' 27'',-,11,2010,,,,
16,BMC RACING TEAM,14h 07' 27'',-,11,2010,,,,
17,COFIDIS LE CREDIT EN LIGNE,14h 07' 27'',-,11,2010,,,,
18,TEAM RADIOSHACK,14h 07' 27'',-,11,2010,,,,
19,FDJ,14h 07' 27'',-,11,2010,,,,
20,LIQUIGAS-DOIMO,14h 07' 27'',-,11,2010,,,,
21,TEAM SAXO BANK,14h 10' 31'',+ 00h 03' 04'',11,2010,,,,
22,FOOTON-SERVETTO,14h 22' 49'',+ 00h 15' 22'',11,2010,,,,
1,TEAM RADIOSHACK,14h 56' 16'',-,12,2010,,,,
2,CAISSE D'EPARGNE,14h 57' 08'',+ 00h 00' 52'',12,2010,,,,
3,RABOBANK,14h 57' 22'',+ 00h 01' 06'',12,2010,,,,
4,ASTANA,14h 57' 36'',+ 00h 01' 20'',12,2010,,,,
5,LIQUIGAS-DOIMO,14h 58' 18'',+ 00h 02' 02'',12,2010,,,,
6,SKY PRO CYCLING,14h 58' 37'',+ 00h 02' 21'',12,2010,,,,
7,EUSKALTEL - EUSKADI,14h 59' 05'',+ 00h 02' 49'',12,2010,,,,
8,KATUSHA TEAM,14h 59' 11'',+ 00h 02' 55'',12,2010,,,,
9,QUICK STEP,14h 59' 23'',+ 00h 03' 07'',12,2010,,,,
10,AG2R LA MONDIALE,15h 00' 17'',+ 00h 04' 01'',12,2010,,,,
11,BBOX BOUYGUES TELECOM,15h 00' 53'',+ 00h 04' 37'',12,2010,,,,
12,FDJ,15h 01' 41'',+ 00h 05' 25'',12,2010,,,,
13,OMEGA PHARMA - LOTTO,15h 02' 48'',+ 00h 06' 32'',12,2010,,,,
14,COFIDIS LE CREDIT EN LIGNE,15h 02' 51'',+ 00h 06' 35'',12,2010,,,,
15,BMC RACING TEAM,15h 02' 59'',+ 00h 06' 43'',12,2010,,,,
16,TEAM SAXO BANK,15h 03' 18'',+ 00h 07' 02'',12,2010,,,,
17,TEAM HTC - COLUMBIA,15h 03' 50'',+ 00h 07' 34'',12,2010,,,,
18,CERVELO TEST TEAM,15h 05' 08'',+ 00h 08' 52'',12,2010,,,,
19,FOOTON-SERVETTO,15h 05' 29'',+ 00h 09' 13'',12,2010,,,,
20,LAMPRE - FARNESE,15h 06' 39'',+ 00h 10' 23'',12,2010,,,,
21,GARMIN - TRANSITIONS,15h 07' 17'',+ 00h 11' 01'',12,2010,,,,
22,TEAM MILRAM,15h 07' 42'',+ 00h 11' 26'',12,2010,,,,
1,GARMIN - TRANSITIONS,13h 19' 57'',-,13,2010,,,,
2,FDJ,13h 19' 57'',-,13,2010,,,,
3,RABOBANK,13h 19' 57'',-,13,2010,,,,
4,CAISSE D'EPARGNE,13h 19' 57'',-,13,2010,,,,
5,AG2R LA MONDIALE,13h 19' 57'',-,13,2010,,,,
6,LAMPRE - FARNESE,13h 19' 57'',-,13,2010,,,,
7,OMEGA PHARMA - LOTTO,13h 19' 57'',-,13,2010,,,,
8,SKY PRO CYCLING,13h 19' 57'',-,13,2010,,,,
9,QUICK STEP,13h 19' 57'',-,13,2010,,,,
10,BBOX BOUYGUES TELECOM,13h 19' 57'',-,13,2010,,,,
11,TEAM RADIOSHACK,13h 19' 57'',-,13,2010,,,,
12,EUSKALTEL - EUSKADI,13h 19' 57'',-,13,2010,,,,
13,CERVELO TEST TEAM,13h 19' 57'',-,13,2010,,,,
14,COFIDIS LE CREDIT EN LIGNE,13h 19' 57'',-,13,2010,,,,
15,BMC RACING TEAM,13h 21' 18'',+ 00h 01' 21'',13,2010,,,,
16,KATUSHA TEAM,13h 21' 18'',+ 00h 01' 21'',13,2010,,,,
17,TEAM MILRAM,13h 21' 52'',+ 00h 01' 55'',13,2010,,,,
18,LIQUIGAS-DOIMO,13h 21' 58'',+ 00h 02' 01'',13,2010,,,,
19,ASTANA,13h 22' 31'',+ 00h 02' 34'',13,2010,,,,
20,FOOTON-SERVETTO,13h 22' 39'',+ 00h 02' 42'',13,2010,,,,
21,TEAM HTC - COLUMBIA,13h 22' 44'',+ 00h 02' 47'',13,2010,,,,
22,TEAM SAXO BANK,13h 31' 03'',+ 00h 11' 06'',13,2010,,,,
1,AG2R LA MONDIALE,14h 43' 03'',-,14,2010,,,,
2,CAISSE D'EPARGNE,14h 44' 26'',+ 00h 01' 23'',14,2010,,,,
3,TEAM RADIOSHACK,14h 44' 55'',+ 00h 01' 52'',14,2010,,,,
4,RABOBANK,14h 45' 47'',+ 00h 02' 44'',14,2010,,,,
5,EUSKALTEL - EUSKADI,14h 47' 08'',+ 00h 04' 05'',14,2010,,,,
6,OMEGA PHARMA - LOTTO,14h 47' 44'',+ 00h 04' 41'',14,2010,,,,
7,QUICK STEP,14h 48' 10'',+ 00h 05' 07'',14,2010,,,,
8,COFIDIS LE CREDIT EN LIGNE,14h 52' 27'',+ 00h 09' 24'',14,2010,,,,
9,ASTANA,14h 53' 02'',+ 00h 09' 59'',14,2010,,,,
10,LIQUIGAS-DOIMO,14h 58' 53'',+ 00h 15' 50'',14,2010,,,,
11,SKY PRO CYCLING,15h 00' 49'',+ 00h 17' 46'',14,2010,,,,
12,KATUSHA TEAM,15h 01' 50'',+ 00h 18' 47'',14,2010,,,,
13,TEAM SAXO BANK,15h 03' 37'',+ 00h 20' 34'',14,2010,,,,
14,FDJ,15h 05' 52'',+ 00h 22' 49'',14,2010,,,,
15,BBOX BOUYGUES TELECOM,15h 11' 21'',+ 00h 28' 18'',14,2010,,,,
16,GARMIN - TRANSITIONS,15h 14' 40'',+ 00h 31' 37'',14,2010,,,,
17,TEAM HTC - COLUMBIA,15h 16' 54'',+ 00h 33' 51'',14,2010,,,,
18,FOOTON-SERVETTO,15h 24' 31'',+ 00h 41' 28'',14,2010,,,,
19,LAMPRE - FARNESE,15h 24' 45'',+ 00h 41' 42'',14,2010,,,,
20,BMC RACING TEAM,15h 28' 08'',+ 00h 45' 05'',14,2010,,,,
21,CERVELO TEST TEAM,15h 29' 20'',+ 00h 46' 17'',14,2010,,,,
22,TEAM MILRAM,15h 43' 39'',+ 01h 00' 36'',14,2010,,,,
1,TEAM RADIOSHACK,14h 26' 44'',-,15,2010,,,,
2,RABOBANK,14h 27' 02'',+ 00h 00' 18'',15,2010,,,,
3,QUICK STEP,14h 27' 15'',+ 00h 00' 31'',15,2010,,,,
4,LIQUIGAS-DOIMO,14h 27' 15'',+ 00h 00' 31'',15,2010,,,,
5,AG2R LA MONDIALE,14h 29' 10'',+ 00h 02' 26'',15,2010,,,,
6,ASTANA,14h 29' 27'',+ 00h 02' 43'',15,2010,,,,
7,OMEGA PHARMA - LOTTO,14h 29' 30'',+ 00h 02' 46'',15,2010,,,,
8,CAISSE D'EPARGNE,14h 31' 19'',+ 00h 04' 35'',15,2010,,,,
9,BMC RACING TEAM,14h 31' 26'',+ 00h 04' 42'',15,2010,,,,
10,KATUSHA TEAM,14h 34' 56'',+ 00h 08' 12'',15,2010,,,,
11,EUSKALTEL - EUSKADI,14h 35' 33'',+ 00h 08' 49'',15,2010,,,,
12,BBOX BOUYGUES TELECOM,14h 41' 17'',+ 00h 14' 33'',15,2010,,,,
13,SKY PRO CYCLING,14h 47' 01'',+ 00h 20' 17'',15,2010,,,,
14,TEAM SAXO BANK,14h 48' 15'',+ 00h 21' 31'',15,2010,,,,
15,TEAM HTC - COLUMBIA,14h 48' 52'',+ 00h 22' 08'',15,2010,,,,
16,GARMIN - TRANSITIONS,14h 50' 07'',+ 00h 23' 23'',15,2010,,,,
17,FDJ,14h 52' 00'',+ 00h 25' 16'',15,2010,,,,
18,COFIDIS LE CREDIT EN LIGNE,14h 55' 44'',+ 00h 29' 00'',15,2010,,,,
19,CERVELO TEST TEAM,14h 56' 05'',+ 00h 29' 21'',15,2010,,,,
20,TEAM MILRAM,14h 58' 33'',+ 00h 31' 49'',15,2010,,,,
21,FOOTON-SERVETTO,14h 59' 06'',+ 00h 32' 22'',15,2010,,,,
22,LAMPRE - FARNESE,15h 00' 10'',+ 00h 33' 26'',15,2010,,,,
1,CAISSE D'EPARGNE,16h 41' 54'',-,16,2010,,,,
2,TEAM RADIOSHACK,16h 41' 54'',-,16,2010,,,,
3,QUICK STEP,16h 42' 22'',+ 00h 00' 28'',16,2010,,,,
4,AG2R LA MONDIALE,16h 55' 24'',+ 00h 13' 30'',16,2010,,,,
5,OMEGA PHARMA - LOTTO,16h 55' 24'',+ 00h 13' 30'',16,2010,,,,
6,ASTANA,16h 55' 24'',+ 00h 13' 30'',16,2010,,,,
7,EUSKALTEL - EUSKADI,16h 55' 24'',+ 00h 13' 30'',16,2010,,,,
8,RABOBANK,16h 55' 24'',+ 00h 13' 30'',16,2010,,,,
9,SKY PRO CYCLING,16h 55' 24'',+ 00h 13' 30'',16,2010,,,,
