Rank,Team,Times,Gap,Stages,Year,Rider,Rider No.,B,P
10,CERVELO TEST TEAM,16h 55' 38'',+ 00h 13' 44'',16,2010,,,,
11,FDJ,17h 05' 36'',+ 00h 23' 42'',16,2010,,,,
12,BBOX BOUYGUES TELECOM,17h 05' 36'',+ 00h 23' 42'',16,2010,,,,
13,LIQUIGAS-DOIMO,17h 12' 21'',+ 00h 30' 27'',16,2010,,,,
14,TEAM SAXO BANK,17h 12' 21'',+ 00h 30' 27'',16,2010,,,,
15,BMC RACING TEAM,17h 12' 21'',+ 00h 30' 27'',16,2010,,,,
16,GARMIN - TRANSITIONS,17h 15' 03'',+ 00h 33' 09'',16,2010,,,,
17,FOOTON-SERVETTO,17h 23' 27'',+ 00h 41' 33'',16,2010,,,,
18,COFIDIS LE CREDIT EN LIGNE,17h 29' 18'',+ 00h 47' 24'',16,2010,,,,
19,KATUSHA TEAM,17h 40' 24'',+ 00h 58' 30'',16,2010,,,,
20,TEAM HTC - COLUMBIA,17h 40' 24'',+ 00h 58' 30'',16,2010,,,,
21,TEAM MILRAM,17h 40' 24'',+ 00h 58' 30'',16,2010,,,,
22,LAMPRE - FARNESE,17h 44' 45'',+ 01h 02' 51'',16,2010,,,,
1,TEAM RADIOSHACK,15h 19' 54'',-,17,2010,,,,
2,RABOBANK,15h 22' 40'',+ 00h 02' 46'',17,2010,,,,
3,AG2R LA MONDIALE,15h 23' 26'',+ 00h 03' 32'',17,2010,,,,
4,CAISSE D'EPARGNE,15h 23' 57'',+ 00h 04' 03'',17,2010,,,,
5,EUSKALTEL - EUSKADI,15h 24' 06'',+ 00h 04' 12'',17,2010,,,,
6,LIQUIGAS-DOIMO,15h 25' 25'',+ 00h 05' 31'',17,2010,,,,
7,OMEGA PHARMA - LOTTO,15h 25' 27'',+ 00h 05' 33'',17,2010,,,,
8,BBOX BOUYGUES TELECOM,15h 26' 18'',+ 00h 06' 24'',17,2010,,,,
9,QUICK STEP,15h 31' 55'',+ 00h 12' 01'',17,2010,,,,
10,ASTANA,15h 31' 57'',+ 00h 12' 03'',17,2010,,,,
11,KATUSHA TEAM,15h 33' 12'',+ 00h 13' 18'',17,2010,,,,
12,TEAM SAXO BANK,15h 33' 37'',+ 00h 13' 43'',17,2010,,,,
13,COFIDIS LE CREDIT EN LIGNE,15h 34' 18'',+ 00h 14' 24'',17,2010,,,,
14,GARMIN - TRANSITIONS,15h 35' 49'',+ 00h 15' 55'',17,2010,,,,
15,BMC RACING TEAM,15h 38' 25'',+ 00h 18' 31'',17,2010,,,,
16,FDJ,15h 46' 15'',+ 00h 26' 21'',17,2010,,,,
17,SKY PRO CYCLING,15h 56' 59'',+ 00h 37' 05'',17,2010,,,,
18,LAMPRE - FARNESE,16h 00' 14'',+ 00h 40' 20'',17,2010,,,,
19,TEAM HTC - COLUMBIA,16h 00' 49'',+ 00h 40' 55'',17,2010,,,,
20,CERVELO TEST TEAM,16h 06' 22'',+ 00h 46' 28'',17,2010,,,,
21,TEAM MILRAM,16h 12' 33'',+ 00h 52' 39'',17,2010,,,,
22,FOOTON-SERVETTO,16h 23' 58'',+ 01h 04' 04'',17,2010,,,,
1,LAMPRE - FARNESE,13h 51' 27'',-,18,2010,,,,
2,BBOX BOUYGUES TELECOM,13h 51' 27'',-,18,2010,,,,
3,GARMIN - TRANSITIONS,13h 51' 27'',-,18,2010,,,,
4,EUSKALTEL - EUSKADI,13h 51' 27'',-,18,2010,,,,
5,RABOBANK,13h 51' 27'',-,18,2010,,,,
6,KATUSHA TEAM,13h 51' 27'',-,18,2010,,,,
7,TEAM HTC - COLUMBIA,13h 51' 27'',-,18,2010,,,,
8,CAISSE D'EPARGNE,13h 51' 27'',-,18,2010,,,,
9,AG2R LA MONDIALE,13h 51' 27'',-,18,2010,,,,
10,CERVELO TEST TEAM,13h 51' 27'',-,18,2010,,,,
11,OMEGA PHARMA - LOTTO,13h 51' 27'',-,18,2010,,,,
12,SKY PRO CYCLING,13h 51' 27'',-,18,2010,,,,
13,TEAM MILRAM,13h 51' 27'',-,18,2010,,,,
14,COFIDIS LE CREDIT EN LIGNE,13h 51' 27'',-,18,2010,,,,
15,FDJ,13h 51' 27'',-,18,2010,,,,
16,ASTANA,13h 51' 27'',-,18,2010,,,,
17,TEAM SAXO BANK,13h 51' 27'',-,18,2010,,,,
18,BMC RACING TEAM,13h 51' 27'',-,18,2010,,,,
19,QUICK STEP,13h 51' 27'',-,18,2010,,,,
20,TEAM RADIOSHACK,13h 51' 27'',-,18,2010,,,,
21,LIQUIGAS-DOIMO,13h 51' 27'',-,18,2010,,,,
22,FOOTON-SERVETTO,13h 51' 27'',-,18,2010,,,,
1,TEAM HTC - COLUMBIA,03h 09' 07'',-,19,2010,,,,
2,TEAM SAXO BANK,03h 11' 09'',+ 00h 02' 02'',19,2010,,,,
3,RABOBANK,03h 13' 03'',+ 00h 03' 56'',19,2010,,,,
4,GARMIN - TRANSITIONS,03h 14' 56'',+ 00h 05' 49'',19,2010,,,,
5,SKY PRO CYCLING,03h 15' 14'',+ 00h 06' 07'',19,2010,,,,
6,CERVELO TEST TEAM,03h 17' 08'',+ 00h 08' 01'',19,2010,,,,
7,TEAM RADIOSHACK,03h 18' 53'',+ 00h 09' 46'',19,2010,,,,
8,OMEGA PHARMA - LOTTO,03h 19' 38'',+ 00h 10' 31'',19,2010,,,,
9,CAISSE D'EPARGNE,03h 19' 38'',+ 00h 10' 31'',19,2010,,,,
10,FDJ,03h 19' 48'',+ 00h 10' 41'',19,2010,,,,
11,QUICK STEP,03h 20' 09'',+ 00h 11' 02'',19,2010,,,,
12,ASTANA,03h 20' 29'',+ 00h 11' 22'',19,2010,,,,
13,BMC RACING TEAM,03h 20' 31'',+ 00h 11' 24'',19,2010,,,,
14,COFIDIS LE CREDIT EN LIGNE,03h 20' 40'',+ 00h 11' 33'',19,2010,,,,
15,BBOX BOUYGUES TELECOM,03h 21' 05'',+ 00h 11' 58'',19,2010,,,,
16,KATUSHA TEAM,03h 21' 48'',+ 00h 12' 41'',19,2010,,,,
17,AG2R LA MONDIALE,03h 22' 05'',+ 00h 12' 58'',19,2010,,,,
18,LAMPRE - FARNESE,03h 22' 26'',+ 00h 13' 19'',19,2010,,,,
19,LIQUIGAS-DOIMO,03h 23' 26'',+ 00h 14' 19'',19,2010,,,,
20,TEAM MILRAM,03h 23' 48'',+ 00h 14' 41'',19,2010,,,,
21,FOOTON-SERVETTO,03h 23' 55'',+ 00h 14' 48'',19,2010,,,,
22,EUSKALTEL - EUSKADI,03h 25' 40'',+ 00h 16' 33'',19,2010,,,,
1,OMEGA PHARMA - LOTTO,08h 07' 03'',-,20,2010,,,,
2,BBOX BOUYGUES TELECOM,08h 07' 03'',-,20,2010,,,,
3,GARMIN - TRANSITIONS,08h 07' 03'',-,20,2010,,,,
4,LIQUIGAS-DOIMO,08h 07' 03'',-,20,2010,,,,
5,TEAM MILRAM,08h 07' 03'',-,20,2010,,,,
6,CAISSE D'EPARGNE,08h 07' 03'',-,20,2010,,,,
7,RABOBANK,08h 07' 03'',-,20,2010,,,,
8,AG2R LA MONDIALE,08h 07' 03'',-,20,2010,,,,
9,EUSKALTEL - EUSKADI,08h 07' 03'',-,20,2010,,,,
10,LAMPRE - FARNESE,08h 07' 03'',-,20,2010,,,,
11,KATUSHA TEAM,08h 07' 03'',-,20,2010,,,,
12,COFIDIS LE CREDIT EN LIGNE,08h 07' 03'',-,20,2010,,,,
13,BMC RACING TEAM,08h 07' 03'',-,20,2010,,,,
14,CERVELO TEST TEAM,08h 07' 03'',-,20,2010,,,,
15,FDJ,08h 07' 03'',-,20,2010,,,,
16,TEAM SAXO BANK,08h 07' 03'',-,20,2010,,,,
17,SKY PRO CYCLING,08h 07' 03'',-,20,2010,,,,
18,QUICK STEP,08h 07' 03'',-,20,2010,,,,
19,TEAM RADIOSHACK,08h 07' 03'',-,20,2010,,,,
20,TEAM HTC - COLUMBIA,08h 07' 03'',-,20,2010,,,,
21,ASTANA,08h 07' 03'',-,20,2010,,,,
22,FOOTON-SERVETTO,08h 07' 03'',-,20,2010,,,,
1,OMEGA PHARMA - LOTTO,14h 04' 45'',-,1,2011,,,,
2,BMC RACING TEAM,14h 04' 48'',+ 00h 00' 03'',1,2011,,,,
3,TEAM LEOPARD-TREK,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
4,HTC - HIGHROAD,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
5,TEAM RADIOSHACK,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
6,COFIDIS LE CREDIT EN LIGNE,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
7,LAMPRE - ISD,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
8,SKY PROCYCLING,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
9,KATUSHA TEAM,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
10,PRO TEAM ASTANA,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
11,MOVISTAR TEAM,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
12,QUICK STEP CYCLING TEAM,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
13,TEAM EUROPCAR,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
14,TEAM GARMIN - CERVELO,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
15,LIQUIGAS-CANNONDALE,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
16,FDJ,14h 06' 05'',+ 00h 01' 20'',1,2011,,,,
17,VACANSOLEIL-DCM,14h 06' 05'',+ 00h 01' 20'',1,2011,,,,
18,RABOBANK CYCLING TEAM,14h 06' 05'',+ 00h 01' 20'',1,2011,,,,
19,SAUR-SOJASUN,14h 06' 40'',+ 00h 01' 55'',1,2011,,,,
20,AG2R LA MONDIALE,14h 06' 40'',+ 00h 01' 55'',1,2011,,,,
21,EUSKALTEL - EUSKADI,14h 09' 27'',+ 00h 04' 42'',1,2011,,,,
22,SAXO BANK SUNGARD,14h 09' 43'',+ 00h 04' 58'',1,2011,,,,
1,TEAM GARMIN - CERVELO,00h 24' 48'',-,2,2011,,,,
2,BMC RACING TEAM,00h 24' 52'',+ 00h 00' 04'',2,2011,,,,
3,SKY PROCYCLING,00h 24' 52'',+ 00h 00' 04'',2,2011,,,,
4,TEAM LEOPARD-TREK,00h 24' 52'',+ 00h 00' 04'',2,2011,,,,
5,HTC - HIGHROAD,00h 24' 53'',+ 00h 00' 05'',2,2011,,,,
6,TEAM RADIOSHACK,00h 24' 58'',+ 00h 00' 10'',2,2011,,,,
7,RABOBANK CYCLING TEAM,00h 25' 00'',+ 00h 00' 12'',2,2011,,,,
8,SAXO BANK SUNGARD,00h 25' 16'',+ 00h 00' 28'',2,2011,,,,
9,PRO TEAM ASTANA,00h 25' 20'',+ 00h 00' 32'',2,2011,,,,
10,OMEGA PHARMA - LOTTO,00h 25' 27'',+ 00h 00' 39'',2,2011,,,,
11,FDJ,00h 25' 34'',+ 00h 00' 46'',2,2011,,,,
12,TEAM EUROPCAR,00h 25' 38'',+ 00h 00' 50'',2,2011,,,,
13,AG2R LA MONDIALE,00h 25' 41'',+ 00h 00' 53'',2,2011,,,,
14,QUICK STEP CYCLING TEAM,00h 25' 44'',+ 00h 00' 56'',2,2011,,,,
15,LIQUIGAS-CANNONDALE,00h 25' 45'',+ 00h 00' 57'',2,2011,,,,
16,SAUR-SOJASUN,00h 25' 50'',+ 00h 01' 02'',2,2011,,,,
17,LAMPRE - ISD,00h 25' 52'',+ 00h 01' 04'',2,2011,,,,
18,KATUSHA TEAM,00h 25' 52'',+ 00h 01' 04'',2,2011,,,,
19,MOVISTAR TEAM,00h 25' 57'',+ 00h 01' 09'',2,2011,,,,
20,VACANSOLEIL-DCM,00h 26' 03'',+ 00h 01' 15'',2,2011,,,,
21,COFIDIS LE CREDIT EN LIGNE,00h 26' 08'',+ 00h 01' 20'',2,2011,,,,
22,EUSKALTEL - EUSKADI,00h 26' 10'',+ 00h 01' 22'',2,2011,,,,
1,TEAM GARMIN - CERVELO,14h 01' 03'',-,3,2011,,,,
2,VACANSOLEIL-DCM,14h 01' 03'',-,3,2011,,,,
3,OMEGA PHARMA - LOTTO,14h 01' 03'',-,3,2011,,,,
4,FDJ,14h 01' 03'',-,3,2011,,,,
5,KATUSHA TEAM,14h 01' 03'',-,3,2011,,,,
6,AG2R LA MONDIALE,14h 01' 03'',-,3,2011,,,,
7,SKY PROCYCLING,14h 01' 03'',-,3,2011,,,,
8,TEAM RADIOSHACK,14h 01' 03'',-,3,2011,,,,
9,TEAM LEOPARD-TREK,14h 01' 03'',-,3,2011,,,,
10,EUSKALTEL - EUSKADI,14h 01' 03'',-,3,2011,,,,
11,SAUR-SOJASUN,14h 01' 03'',-,3,2011,,,,
12,PRO TEAM ASTANA,14h 01' 03'',-,3,2011,,,,
13,QUICK STEP CYCLING TEAM,14h 01' 03'',-,3,2011,,,,
14,HTC - HIGHROAD,14h 01' 03'',-,3,2011,,,,
15,RABOBANK CYCLING TEAM,14h 01' 03'',-,3,2011,,,,
16,BMC RACING TEAM,14h 01' 03'',-,3,2011,,,,
17,TEAM EUROPCAR,14h 01' 03'',-,3,2011,,,,
18,COFIDIS LE CREDIT EN LIGNE,14h 01' 03'',-,3,2011,,,,
19,LAMPRE - ISD,14h 01' 03'',-,3,2011,,,,
20,MOVISTAR TEAM,14h 01' 03'',-,3,2011,,,,
21,SAXO BANK SUNGARD,14h 01' 03'',-,3,2011,,,,
22,LIQUIGAS-CANNONDALE,14h 01' 03'',-,3,2011,,,,
1,SKY PROCYCLING,12h 35' 11'',-,4,2011,,,,
2,TEAM RADIOSHACK,12h 35' 13'',+ 00h 00' 02'',4,2011,,,,
3,TEAM GARMIN - CERVELO,12h 35' 13'',+ 00h 00' 02'',4,2011,,,,
4,TEAM LEOPARD-TREK,12h 35' 13'',+ 00h 00' 02'',4,2011,,,,
5,MOVISTAR TEAM,12h 35' 19'',+ 00h 00' 08'',4,2011,,,,
6,RABOBANK CYCLING TEAM,12h 35' 21'',+ 00h 00' 10'',4,2011,,,,
7,HTC - HIGHROAD,12h 35' 21'',+ 00h 00' 10'',4,2011,,,,
8,PRO TEAM ASTANA,12h 35' 30'',+ 00h 00' 19'',4,2011,,,,
9,TEAM EUROPCAR,12h 35' 38'',+ 00h 00' 27'',4,2011,,,,
10,QUICK STEP CYCLING TEAM,12h 35' 38'',+ 00h 00' 27'',4,2011,,,,
11,EUSKALTEL - EUSKADI,12h 35' 45'',+ 00h 00' 34'',4,2011,,,,
12,VACANSOLEIL-DCM,12h 35' 51'',+ 00h 00' 40'',4,2011,,,,
13,FDJ,12h 35' 55'',+ 00h 00' 44'',4,2011,,,,
14,KATUSHA TEAM,12h 35' 55'',+ 00h 00' 44'',4,2011,,,,
15,AG2R LA MONDIALE,12h 36' 00'',+ 00h 00' 49'',4,2011,,,,
16,COFIDIS LE CREDIT EN LIGNE,12h 36' 12'',+ 00h 01' 01'',4,2011,,,,
17,OMEGA PHARMA - LOTTO,12h 36' 28'',+ 00h 01' 17'',4,2011,,,,
18,LIQUIGAS-CANNONDALE,12h 36' 35'',+ 00h 01' 24'',4,2011,,,,
19,BMC RACING TEAM,12h 37' 17'',+ 00h 02' 06'',4,2011,,,,
20,SAXO BANK SUNGARD,12h 37' 42'',+ 00h 02' 31'',4,2011,,,,
21,LAMPRE - ISD,12h 38' 13'',+ 00h 03' 02'',4,2011,,,,
22,SAUR-SOJASUN,12h 38' 51'',+ 00h 03' 40'',4,2011,,,,
1,OMEGA PHARMA - LOTTO,10h 55' 36'',-,5,2011,,,,
2,FDJ,10h 55' 36'',-,5,2011,,,,
3,SKY PROCYCLING,10h 55' 36'',-,5,2011,,,,
4,AG2R LA MONDIALE,10h 55' 36'',-,5,2011,,,,
5,COFIDIS LE CREDIT EN LIGNE,10h 55' 36'',-,5,2011,,,,
6,PRO TEAM ASTANA,10h 55' 36'',-,5,2011,,,,
7,TEAM LEOPARD-TREK,10h 55' 36'',-,5,2011,,,,
8,TEAM RADIOSHACK,10h 55' 36'',-,5,2011,,,,
9,HTC - HIGHROAD,10h 55' 36'',-,5,2011,,,,
10,VACANSOLEIL-DCM,10h 55' 36'',-,5,2011,,,,
11,TEAM GARMIN - CERVELO,10h 55' 36'',-,5,2011,,,,
12,QUICK STEP CYCLING TEAM,10h 55' 36'',-,5,2011,,,,
13,MOVISTAR TEAM,10h 55' 36'',-,5,2011,,,,
14,KATUSHA TEAM,10h 55' 36'',-,5,2011,,,,
15,LIQUIGAS-CANNONDALE,10h 55' 36'',-,5,2011,,,,
16,BMC RACING TEAM,10h 55' 36'',-,5,2011,,,,
17,TEAM EUROPCAR,10h 55' 36'',-,5,2011,,,,
18,RABOBANK CYCLING TEAM,10h 55' 36'',-,5,2011,,,,
19,EUSKALTEL - EUSKADI,10h 55' 36'',-,5,2011,,,,
20,SAUR-SOJASUN,10h 55' 36'',-,5,2011,,,,
21,LAMPRE - ISD,10h 56' 08'',+ 00h 00' 32'',5,2011,,,,
22,SAXO BANK SUNGARD,10h 56' 12'',+ 00h 00' 36'',5,2011,,,,
1,VACANSOLEIL-DCM,15h 40' 51'',-,6,2011,,,,
2,SKY PROCYCLING,15h 40' 51'',-,6,2011,,,,
3,AG2R LA MONDIALE,15h 40' 51'',-,6,2011,,,,
4,TEAM LEOPARD-TREK,15h 40' 51'',-,6,2011,,,,
5,COFIDIS LE CREDIT EN LIGNE,15h 40' 51'',-,6,2011,,,,
6,TEAM GARMIN - CERVELO,15h 40' 51'',-,6,2011,,,,
7,HTC - HIGHROAD,15h 40' 51'',-,6,2011,,,,
8,QUICK STEP CYCLING TEAM,15h 40' 51'',-,6,2011,,,,
9,TEAM RADIOSHACK,15h 40' 51'',-,6,2011,,,,
10,EUSKALTEL - EUSKADI,15h 40' 51'',-,6,2011,,,,
11,RABOBANK CYCLING TEAM,15h 40' 51'',-,6,2011,,,,
12,KATUSHA TEAM,15h 40' 51'',-,6,2011,,,,
13,FDJ,15h 41' 14'',+ 00h 00' 23'',6,2011,,,,
14,TEAM EUROPCAR,15h 41' 14'',+ 00h 00' 23'',6,2011,,,,
15,PRO TEAM ASTANA,15h 41' 39'',+ 00h 00' 48'',6,2011,,,,
16,LAMPRE - ISD,15h 41' 39'',+ 00h 00' 48'',6,2011,,,,
17,OMEGA PHARMA - LOTTO,15h 41' 56'',+ 00h 01' 05'',6,2011,,,,
18,MOVISTAR TEAM,15h 42' 05'',+ 00h 01' 14'',6,2011,,,,
19,SAUR-SOJASUN,15h 42' 27'',+ 00h 01' 36'',6,2011,,,,
20,LIQUIGAS-CANNONDALE,15h 43' 13'',+ 00h 02' 22'',6,2011,,,,
21,BMC RACING TEAM,15h 43' 14'',+ 00h 02' 23'',6,2011,,,,
22,SAXO BANK SUNGARD,15h 44' 58'',+ 00h 04' 07'',6,2011,,,,
1,OMEGA PHARMA - LOTTO,16h 56' 39'',-,7,2011,,,,
2,VACANSOLEIL-DCM,16h 56' 39'',-,7,2011,,,,
3,TEAM GARMIN - CERVELO,16h 56' 39'',-,7,2011,,,,
4,TEAM LEOPARD-TREK,16h 56' 39'',-,7,2011,,,,
5,HTC - HIGHROAD,16h 56' 39'',-,7,2011,,,,
6,AG2R LA MONDIALE,16h 56' 39'',-,7,2011,,,,
7,LAMPRE - ISD,16h 56' 39'',-,7,2011,,,,
8,FDJ,16h 56' 39'',-,7,2011,,,,
9,RABOBANK CYCLING TEAM,16h 56' 39'',-,7,2011,,,,
10,MOVISTAR TEAM,16h 56' 39'',-,7,2011,,,,
11,QUICK STEP CYCLING TEAM,16h 56' 39'',-,7,2011,,,,
12,BMC RACING TEAM,16h 56' 39'',-,7,2011,,,,
13,KATUSHA TEAM,16h 56' 39'',-,7,2011,,,,
14,EUSKALTEL - EUSKADI,16h 56' 39'',-,7,2011,,,,
15,TEAM RADIOSHACK,16h 56' 39'',-,7,2011,,,,
16,SAXO BANK SUNGARD,16h 56' 39'',-,7,2011,,,,
17,LIQUIGAS-CANNONDALE,16h 56' 39'',-,7,2011,,,,
18,TEAM EUROPCAR,16h 57' 11'',+ 00h 00' 32'',7,2011,,,,
19,SAUR-SOJASUN,16h 58' 01'',+ 00h 01' 22'',7,2011,,,,
20,COFIDIS LE CREDIT EN LIGNE,16h 59' 45'',+ 00h 03' 06'',7,2011,,,,
21,PRO TEAM ASTANA,17h 02' 51'',+ 00h 06' 12'',7,2011,,,,
22,SKY PROCYCLING,17h 05' 57'',+ 00h 09' 18'',7,2011,,,,
1,TEAM LEOPARD-TREK,13h 51' 03'',-,8,2011,,,,
2,TEAM GARMIN - CERVELO,13h 51' 03'',-,8,2011,,,,
3,SKY PROCYCLING,13h 51' 14'',+ 00h 00' 11'',8,2011,,,,
4,AG2R LA MONDIALE,13h 51' 21'',+ 00h 00' 18'',8,2011,,,,
5,TEAM RADIOSHACK,13h 51' 28'',+ 00h 00' 25'',8,2011,,,,
6,TEAM EUROPCAR,13h 51' 53'',+ 00h 00' 50'',8,2011,,,,
7,KATUSHA TEAM,13h 52' 13'',+ 00h 01' 10'',8,2011,,,,
8,PRO TEAM ASTANA,13h 52' 25'',+ 00h 01' 22'',8,2011,,,,
9,VACANSOLEIL-DCM,13h 52' 31'',+ 00h 01' 28'',8,2011,,,,
10,OMEGA PHARMA - LOTTO,13h 52' 34'',+ 00h 01' 31'',8,2011,,,,
11,EUSKALTEL - EUSKADI,13h 52' 39'',+ 00h 01' 36'',8,2011,,,,
12,HTC - HIGHROAD,13h 53' 00'',+ 00h 01' 57'',8,2011,,,,
13,SAXO BANK SUNGARD,13h 53' 05'',+ 00h 02' 02'',8,2011,,,,
14,MOVISTAR TEAM,13h 53' 31'',+ 00h 02' 28'',8,2011,,,,
15,QUICK STEP CYCLING TEAM,13h 53' 31'',+ 00h 02' 28'',8,2011,,,,
16,LIQUIGAS-CANNONDALE,13h 54' 00'',+ 00h 02' 57'',8,2011,,,,
17,RABOBANK CYCLING TEAM,13h 54' 27'',+ 00h 03' 24'',8,2011,,,,
18,COFIDIS LE CREDIT EN LIGNE,13h 54' 39'',+ 00h 03' 36'',8,2011,,,,
19,BMC RACING TEAM,13h 58' 30'',+ 00h 07' 27'',8,2011,,,,
20,LAMPRE - ISD,14h 01' 45'',+ 00h 10' 42'',8,2011,,,,
21,SAUR-SOJASUN,14h 05' 00'',+ 00h 13' 57'',8,2011,,,,
22,FDJ,14h 09' 28'',+ 00h 18' 25'',8,2011,,,,
1,RABOBANK CYCLING TEAM,16h 29' 47'',-,9,2011,,,,
2,TEAM EUROPCAR,16h 30' 27'',+ 00h 00' 40'',9,2011,,,,
3,FDJ,16h 32' 41'',+ 00h 02' 54'',9,2011,,,,
4,TEAM RADIOSHACK,16h 33' 54'',+ 00h 04' 07'',9,2011,,,,
5,TEAM LEOPARD-TREK,16h 33' 55'',+ 00h 04' 08'',9,2011,,,,
6,AG2R LA MONDIALE,16h 34' 03'',+ 00h 04' 16'',9,2011,,,,
7,EUSKALTEL - EUSKADI,16h 34' 44'',+ 00h 04' 57'',9,2011,,,,
8,PRO TEAM ASTANA,16h 35' 06'',+ 00h 05' 19'',9,2011,,,,
9,COFIDIS LE CREDIT EN LIGNE,16h 35' 11'',+ 00h 05' 24'',9,2011,,,,
10,KATUSHA TEAM,16h 35' 11'',+ 00h 05' 24'',9,2011,,,,
11,TEAM GARMIN - CERVELO,16h 35' 17'',+ 00h 05' 30'',9,2011,,,,
12,SKY PROCYCLING,16h 35' 25'',+ 00h 05' 38'',9,2011,,,,
13,QUICK STEP CYCLING TEAM,16h 35' 52'',+ 00h 06' 05'',9,2011,,,,
14,HTC - HIGHROAD,16h 36' 12'',+ 00h 06' 25'',9,2011,,,,
15,OMEGA PHARMA - LOTTO,16h 36' 48'',+ 00h 07' 01'',9,2011,,,,
16,BMC RACING TEAM,16h 37' 06'',+ 00h 07' 19'',9,2011,,,,
17,SAXO BANK SUNGARD,16h 37' 06'',+ 00h 07' 19'',9,2011,,,,
18,LIQUIGAS-CANNONDALE,16h 37' 14'',+ 00h 07' 27'',9,2011,,,,
19,MOVISTAR TEAM,16h 39' 13'',+ 00h 09' 26'',9,2011,,,,
20,SAUR-SOJASUN,16h 40' 46'',+ 00h 10' 59'',9,2011,,,,
21,LAMPRE - ISD,16h 44' 06'',+ 00h 14' 19'',9,2011,,,,
22,VACANSOLEIL-DCM,16h 47' 18'',+ 00h 17' 31'',9,2011,,,,
1,OMEGA PHARMA - LOTTO,10h 34' 03'',-,10,2011,,,,
2,VACANSOLEIL-DCM,10h 34' 03'',-,10,2011,,,,
3,AG2R LA MONDIALE,10h 34' 03'',-,10,2011,,,,
4,LAMPRE - ISD,10h 34' 03'',-,10,2011,,,,
5,FDJ,10h 34' 03'',-,10,2011,,,,
6,HTC - HIGHROAD,10h 34' 03'',-,10,2011,,,,
7,TEAM GARMIN - CERVELO,10h 34' 03'',-,10,2011,,,,
8,EUSKALTEL - EUSKADI,10h 34' 03'',-,10,2011,,,,
9,SKY PROCYCLING,10h 34' 03'',-,10,2011,,,,
10,TEAM LEOPARD-TREK,10h 34' 03'',-,10,2011,,,,
11,COFIDIS LE CREDIT EN LIGNE,10h 34' 03'',-,10,2011,,,,
12,LIQUIGAS-CANNONDALE,10h 34' 03'',-,10,2011,,,,
13,PRO TEAM ASTANA,10h 34' 03'',-,10,2011,,,,
14,TEAM EUROPCAR,10h 34' 03'',-,10,2011,,,,
15,RABOBANK CYCLING TEAM,10h 34' 03'',-,10,2011,,,,
16,KATUSHA TEAM,10h 34' 03'',-,10,2011,,,,
17,QUICK STEP CYCLING TEAM,10h 34' 03'',-,10,2011,,,,
18,TEAM RADIOSHACK,10h 34' 03'',-,10,2011,,,,
19,BMC RACING TEAM,10h 37' 05'',+ 00h 03' 02'',10,2011,,,,
20,SAXO BANK SUNGARD,10h 39' 36'',+ 00h 05' 33'',10,2011,,,,
21,SAUR-SOJASUN,10h 39' 36'',+ 00h 05' 33'',10,2011,,,,
22,MOVISTAR TEAM,10h 40' 02'',+ 00h 05' 59'',10,2011,,,,
1,FDJ,11h 18' 21'',-,11,2011,,,,
2,OMEGA PHARMA - LOTTO,11h 18' 21'',-,11,2011,,,,
3,VACANSOLEIL-DCM,11h 18' 21'',-,11,2011,,,,
4,HTC - HIGHROAD,11h 18' 21'',-,11,2011,,,,
5,MOVISTAR TEAM,11h 18' 21'',-,11,2011,,,,
6,QUICK STEP CYCLING TEAM,11h 18' 21'',-,11,2011,,,,
7,TEAM GARMIN - CERVELO,11h 18' 21'',-,11,2011,,,,
8,SKY PROCYCLING,11h 18' 21'',-,11,2011,,,,
9,COFIDIS LE CREDIT EN LIGNE,11h 18' 21'',-,11,2011,,,,
10,TEAM LEOPARD-TREK,11h 18' 21'',-,11,2011,,,,
11,SAUR-SOJASUN,11h 18' 21'',-,11,2011,,,,
12,AG2R LA MONDIALE,11h 18' 21'',-,11,2011,,,,
13,KATUSHA TEAM,11h 18' 21'',-,11,2011,,,,
14,EUSKALTEL - EUSKADI,11h 18' 21'',-,11,2011,,,,
15,LAMPRE - ISD,11h 18' 21'',-,11,2011,,,,
16,RABOBANK CYCLING TEAM,11h 18' 21'',-,11,2011,,,,
17,SAXO BANK SUNGARD,11h 18' 21'',-,11,2011,,,,
18,TEAM EUROPCAR,11h 18' 21'',-,11,2011,,,,
19,LIQUIGAS-CANNONDALE,11h 18' 21'',-,11,2011,,,,
20,BMC RACING TEAM,11h 18' 21'',-,11,2011,,,,
21,PRO TEAM ASTANA,11h 18' 21'',-,11,2011,,,,
22,TEAM RADIOSHACK,11h 18' 21'',-,11,2011,,,,
1,AG2R LA MONDIALE,18h 11' 21'',-,12,2011,,,,
