Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
60,BERT GRABSCH,113,TEAM HTC - COLUMBIA,05h 09' 38'',-,,,1,2010
61,LUIS LEON SANCHEZ,161,CAISSE D'EPARGNE,05h 09' 38'',-,,,1,2010
62,DAVID MILLAR,57,GARMIN - TRANSITIONS,05h 09' 38'',-,,,1,2010
63,FRANCESCO GAVAZZI,204,LAMPRE - FARNESE,05h 09' 38'',-,,,1,2010
64,FRANCIS DE GREEF,103,OMEGA PHARMA - LOTTO,05h 09' 38'',-,,,1,2010
65,SEBASTIAN LANG,105,OMEGA PHARMA - LOTTO,05h 09' 38'',-,,,1,2010
66,ALIAKSANDR KUSCHYNSKI,45,LIQUIGAS-DOIMO,05h 09' 38'',-,,,1,2010
67,STIJN VANDENBERGH,78,KATUSHA TEAM,05h 09' 38'',-,,,1,2010
68,GRISCHA NIERMANN,197,RABOBANK,05h 09' 38'',-,,,1,2010
69,PIERRE ROLLAND,156,BBOX BOUYGUES TELECOM,05h 09' 38'',-,,,1,2010
70,ROBERT GESINK,195,RABOBANK,05h 09' 38'',-,,,1,2010
71,WESLEY SULZBERGER,68,FDJ,05h 09' 38'',-,,,1,2010
72,DANIEL LLOYD,99,CERVELO TEST TEAM,05h 09' 38'',-,,,1,2010
73,BENJAMIN NOVAL GONZALEZ,7,ASTANA,05h 09' 38'',-,,,1,2010
74,INAKI ISASI,182,EUSKALTEL - EUSKADI,05h 09' 38'',-,,,1,2010
75,JOSÉ IVAN GUTIERREZ PALACIOS,164,CAISSE D'EPARGNE,05h 09' 38'',-,,,1,2010
76,SAMUEL SANCHEZ,181,EUSKALTEL - EUSKADI,05h 09' 38'',-,,,1,2010
77,DANIEL MORENO FERNANDEZ,107,OMEGA PHARMA - LOTTO,05h 09' 38'',-,,,1,2010
78,SANDY CASAR,62,FDJ,05h 09' 38'',-,,,1,2010
79,SIMON GERRANS,35,SKY PRO CYCLING,05h 09' 38'',-,,,1,2010
80,BRENT BOOKWALTER,123,BMC RACING TEAM,05h 09' 38'',-,,,1,2010
81,BRADLEY WIGGINS,31,SKY PRO CYCLING,05h 09' 38'',-,,,1,2010
82,SERGE PAUWELS,38,SKY PRO CYCLING,05h 09' 38'',-,,,1,2010
83,RINALDO NOCENTINI,88,AG2R LA MONDIALE,05h 09' 38'',-,,,1,2010
84,CHRISTOPHE RIBLON,89,AG2R LA MONDIALE,05h 09' 38'',-,,,1,2010
85,FABIO FELLINE,216,FOOTON-SERVETTO,05h 09' 38'',-,,,1,2010
86,THOMAS ROHREGGER,147,TEAM MILRAM,05h 09' 38'',-,,,1,2010
87,CHRISTOPHE MOREAU,166,CAISSE D'EPARGNE,05h 09' 38'',-,,,1,2010
88,RUBEN PLAZA MOLINA,168,CAISSE D'EPARGNE,05h 09' 38'',-,,,1,2010
89,RUI COSTA,162,CAISSE D'EPARGNE,05h 09' 38'',-,,,1,2010
90,VLADIMIR KARPETS,71,KATUSHA TEAM,05h 09' 38'',-,,,1,2010
91,IVAN BASSO,41,LIQUIGAS-DOIMO,05h 09' 38'',-,,,1,2010
92,MANUEL QUINZIATO,47,LIQUIGAS-DOIMO,05h 09' 38'',-,,,1,2010
93,REIN TAARAMÄE,171,COFIDIS LE CREDIT EN LIGNE,05h 09' 38'',-,,,1,2010
94,CYRIL GAUTIER,155,BBOX BOUYGUES TELECOM,05h 09' 38'',-,,,1,2010
95,DAMIEN MONIER,178,COFIDIS LE CREDIT EN LIGNE,05h 09' 38'',-,,,1,2010
96,MATTHIEU SPRICK,157,BBOX BOUYGUES TELECOM,05h 09' 38'',-,,,1,2010
97,ANTHONY GESLIN,64,FDJ,05h 09' 38'',-,,,1,2010
98,PIERRICK FEDRIGO,154,BBOX BOUYGUES TELECOM,05h 09' 38'',-,,,1,2010
99,VOLODYMIR GUSTOV,93,CERVELO TEST TEAM,05h 09' 38'',-,,,1,2010
100,ANTHONY CHARTEAU,153,BBOX BOUYGUES TELECOM,05h 09' 38'',-,,,1,2010
101,NICKI SORENSEN,18,TEAM SAXO BANK,05h 09' 38'',-,,,1,2010
102,IVAN VELASCO,188,EUSKALTEL - EUSKADI,05h 09' 38'',-,,,1,2010
103,JOHN GADRET,85,AG2R LA MONDIALE,05h 09' 38'',-,,,1,2010
104,MAXIM IGLINSKIY,5,ASTANA,05h 09' 38'',-,,,1,2010
105,BENOÎT VAUGRENARD,69,FDJ,05h 09' 38'',-,,,1,2010
106,MARIO AERTS,102,OMEGA PHARMA - LOTTO,05h 09' 38'',-,,,1,2010
107,ADRIANO MALORI,207,LAMPRE - FARNESE,05h 09' 38'',-,,,1,2010
109,JOSÉ-ALBERTO BENITEZ,212,FOOTON-SERVETTO,05h 09' 38'',-,,,1,2010
110,KOOS MOERENHOUT,196,RABOBANK,05h 09' 38'',-,,,1,2010
111,JOHAN VAN SUMMEREN,58,GARMIN - TRANSITIONS,05h 09' 38'',-,,,1,2010
112,JUAN MANUEL GARATE,194,RABOBANK,05h 09' 38'',-,,,1,2010
113,MAURO SANTAMBROGIO,129,BMC RACING TEAM,05h 09' 38'',-,,,1,2010
114,STUART O'GRADY,15,TEAM SAXO BANK,05h 09' 38'',-,,,1,2010
115,ARKAITZ DURAN AROCA,214,FOOTON-SERVETTO,05h 09' 38'',-,,,1,2010
116,SYLVESTER SZMYD,48,LIQUIGAS-DOIMO,05h 09' 38'',-,,,1,2010
117,ANDY SCHLECK,11,TEAM SAXO BANK,05h 09' 38'',-,,,1,2010
118,MATTI BRESCHEL,12,TEAM SAXO BANK,05h 09' 38'',-,,,1,2010
119,FRANK SCHLECK,16,TEAM SAXO BANK,05h 09' 38'',-,,,1,2010
120,DAMIANO CUNEGO,201,LAMPRE - FARNESE,05h 09' 38'',-,,,1,2010
121,RYDER HESJEDAL,54,GARMIN - TRANSITIONS,05h 09' 38'',-,,,1,2010
122,GORKA VERDUGO,189,EUSKALTEL - EUSKADI,05h 09' 38'',-,,,1,2010
123,DAVID LE LAY,86,AG2R LA MONDIALE,05h 09' 38'',-,,,1,2010
124,JÉRÉMY ROY,67,FDJ,05h 09' 38'',-,,,1,2010
125,EROS CAPECCHI,211,FOOTON-SERVETTO,05h 09' 38'',-,,,1,2010
126,DAVID DE LA FUENTE,2,ASTANA,05h 09' 38'',-,,,1,2010
127,AMAEL MOINARD,177,COFIDIS LE CREDIT EN LIGNE,05h 09' 38'',-,,,1,2010
128,BRIAN VANDBORG,49,LIQUIGAS-DOIMO,05h 09' 38'',-,,,1,2010
129,JENS VOIGT,19,TEAM SAXO BANK,05h 09' 38'',-,,,1,2010
130,FABIAN CANCELLARA,13,TEAM SAXO BANK,05h 09' 38'',-,,,1,2010
131,CHRIS ANKER SORENSEN,17,TEAM SAXO BANK,05h 09' 38'',-,,,1,2010
132,CHRISTOPHER HORNER,23,TEAM RADIOSHACK,05h 09' 38'',-,,,1,2010
133,LEVI LEIPHEIMER,25,TEAM RADIOSHACK,05h 09' 38'',-,,,1,2010
134,KARSTEN KROON,127,BMC RACING TEAM,05h 09' 38'',-,,,1,2010
135,BRAM TANKINK,198,RABOBANK,05h 09' 38'',-,,,1,2010
136,STEPHEN CUMMINGS,33,SKY PRO CYCLING,05h 09' 38'',-,,,1,2010
137,MATHIEU PERGET,167,CAISSE D'EPARGNE,05h 09' 38'',-,,,1,2010
138,IMANOL ERVITI,163,CAISSE D'EPARGNE,05h 09' 38'',-,,,1,2010
139,MARKUS EIBEGGER,215,FOOTON-SERVETTO,05h 09' 38'',-,,,1,2010
140,TYLER FARRAR,53,GARMIN - TRANSITIONS,05h 09' 38'',-,,,1,2010
141,MARTIJN MAASKANT,56,GARMIN - TRANSITIONS,05h 09' 38'',-,,,1,2010
142,PAOLO TIRALONGO,8,ASTANA,05h 09' 38'',-,,,1,2010
143,AITOR PEREZ ARRIETA,218,FOOTON-SERVETTO,05h 09' 38'',-,,,1,2010
144,IBAN MAYOZ,217,FOOTON-SERVETTO,05h 09' 38'',-,,,1,2010
145,RAFAEL VALLS,219,FOOTON-SERVETTO,05h 09' 38'',-,,,1,2010
146,FRANCESCO BELLOTTI,42,LIQUIGAS-DOIMO,05h 09' 38'',-,,,1,2010
147,CHRISTIAN VANDE VELDE,51,GARMIN - TRANSITIONS,05h 09' 38'',-,,,1,2010
148,MATTHEW LLOYD,106,OMEGA PHARMA - LOTTO,05h 09' 38'',-,,,1,2010
149,CHARLES WEGELIUS,109,OMEGA PHARMA - LOTTO,05h 09' 38'',-,,,1,2010
150,GREGORY RAST,29,TEAM RADIOSHACK,05h 09' 38'',-,,,1,2010
151,MARCUS BURGHARDT,124,BMC RACING TEAM,05h 09' 38'',-,,,1,2010
152,NICOLAS ROCHE,81,AG2R LA MONDIALE,05h 09' 38'',-,,,1,2010
153,NICOLAS VOGONDY,159,BBOX BOUYGUES TELECOM,05h 09' 38'',-,,,1,2010
154,RÉMI PAURIOL,179,COFIDIS LE CREDIT EN LIGNE,05h 09' 38'',-,,,1,2010
155,DANIEL NAVARRO GARCIA,6,ASTANA,05h 09' 38'',-,,,1,2010
156,JESUS ALBERTO HERNANDEZ BLAZQUEZ,4,ASTANA,05h 09' 38'',-,,,1,2010
157,ALEXANDR PLIUSCHIN,76,KATUSHA TEAM,05h 09' 38'',-,,,1,2010
158,CARLOS SASTRE,91,CERVELO TEST TEAM,05h 09' 38'',-,,,1,2010
159,MAARTEN TJALLINGII,199,RABOBANK,05h 09' 38'',-,,,1,2010
160,MAXIME BOUET,82,AG2R LA MONDIALE,05h 09' 38'',-,,,1,2010
161,THOMAS VOECKLER,151,BBOX BOUYGUES TELECOM,05h 09' 38'',-,,,1,2010
162,DRIES DEVENYNS,134,QUICK STEP,05h 09' 38'',-,,,1,2010
163,ANDREAS KLÖDEN,24,TEAM RADIOSHACK,05h 09' 38'',-,,,1,2010
164,SERGIO MIGUEL MOREIRA PAULINHO,27,TEAM RADIOSHACK,05h 09' 38'',-,,,1,2010
165,DIMITRI CHAMPION,83,AG2R LA MONDIALE,05h 09' 38'',-,,,1,2010
166,STEVE MORABITO,128,BMC RACING TEAM,05h 09' 38'',-,,,1,2010
167,NIKI TERPSTRA,148,TEAM MILRAM,05h 09' 38'',-,,,1,2010
168,ANTHONY ROUX,66,FDJ,05h 09' 38'',-,,,1,2010
169,IGNATAS KONOVALOVAS,97,CERVELO TEST TEAM,05h 09' 38'',-,,,1,2010
170,DAVID ZABRISKIE,59,GARMIN - TRANSITIONS,05h 09' 38'',-,,,1,2010
171,SERGUEI IVANOV,73,KATUSHA TEAM,05h 09' 38'',-,,,1,2010
172,PAVEL BRUTT,72,KATUSHA TEAM,05h 09' 38'',-,,,1,2010
173,JOAQUIN RODRIGUEZ OLIVER,77,KATUSHA TEAM,05h 09' 38'',-,,,1,2010
174,JURGEN VAN DE WALLE,138,QUICK STEP,05h 09' 38'',-,,,1,2010
175,FRANCESCO REDA,136,QUICK STEP,05h 09' 38'',-,,,1,2010
176,MIRCO LORENZETTO,206,LAMPRE - FARNESE,05h 09' 38'',-,,,1,2010
177,OSCAR FREIRE,193,RABOBANK,05h 09' 38'',-,,,1,2010
178,MARK CAVENDISH,111,TEAM HTC - COLUMBIA,05h 09' 38'',-,,,1,2010
179,JÉRÉMY HUNT,94,CERVELO TEST TEAM,05h 09' 38'',-,,,1,2010
180,LLOYD MONDORY,87,AG2R LA MONDIALE,05h 09' 38'',-,,,1,2010
181,ANDREAS KLIER,96,CERVELO TEST TEAM,05h 12' 52'',+ 00h 03' 14'',,,1,2010
182,JANEZ BRAJKOVIC,22,TEAM RADIOSHACK,05h 09' 38'',-,,,1,2010
183,MICHAEL ROGERS,118,TEAM HTC - COLUMBIA,05h 09' 38'',-,,,1,2010
184,AMETS TXURRUKA ANSOLA,187,EUSKALTEL - EUSKADI,05h 09' 38'',-,,,1,2010
185,LARS BOOM,192,RABOBANK,05h 12' 58'',+ 00h 03' 20'',,,1,2010
186,MAARTEN WYNANTS,139,QUICK STEP,05h 12' 58'',+ 00h 03' 20'',,,1,2010
187,TONY MARTIN,115,TEAM HTC - COLUMBIA,05h 09' 38'',-,,,1,2010
188,GERALD CIOLEK,142,TEAM MILRAM,05h 09' 38'',-,,,1,2010
189,ALAN PEREZ LEZAUN,185,EUSKALTEL - EUSKADI,05h 13' 21'',+ 00h 03' 43'',,,1,2010
190,ADAM JAMES HANSEN,114,TEAM HTC - COLUMBIA,05h 09' 38'',-,,,1,2010
191,RÉMY DI GREGORIO,63,FDJ,05h 09' 38'',-,,,1,2010
192,EGOI MARTINEZ,183,EUSKALTEL - EUSKADI,05h 09' 38'',-,,,1,2010
193,DMITRIY MURAVYEV,26,TEAM RADIOSHACK,05h 13' 44'',+ 00h 04' 06'',,,1,2010
194,FABIAN WEGMANN,149,TEAM MILRAM,05h 09' 38'',-,,,1,2010
195,JUAN JOSÉ OROZ UGALDE,184,EUSKALTEL - EUSKADI,05h 09' 38'',-,,,1,2010
1,SYLVAIN CHAVANEL,131,QUICK STEP,04h 40' 48'',-,,,2,2010
2,MAXIME BOUET,82,AG2R LA MONDIALE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
3,FABIAN WEGMANN,149,TEAM MILRAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
4,ROBBIE MC EWEN,75,KATUSHA TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
5,CHRISTIAN KNEES,145,TEAM MILRAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
6,JURGEN ROELANDTS,108,OMEGA PHARMA - LOTTO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
7,THOR HUSHOVD,95,CERVELO TEST TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
8,LINUS GERDEMANN,141,TEAM MILRAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
9,MATTHIEU LADAGNOUS,65,FDJ,04h 44' 44'',+ 00h 03' 56'',,,2,2010
10,BERNHARD EISEL,112,TEAM HTC - COLUMBIA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
11,DANIEL MORENO FERNANDEZ,107,OMEGA PHARMA - LOTTO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
12,FABIAN CANCELLARA,13,TEAM SAXO BANK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
13,KARSTEN KROON,127,BMC RACING TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
14,JOHAN VAN SUMMEREN,58,GARMIN - TRANSITIONS,04h 44' 44'',+ 00h 03' 56'',,,2,2010
15,JOSÉ ROJAS,169,CAISSE D'EPARGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
16,SERGE PAUWELS,38,SKY PRO CYCLING,04h 44' 44'',+ 00h 03' 56'',,,2,2010
17,JÉRÉMY HUNT,94,CERVELO TEST TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
18,STIJN VANDENBERGH,78,KATUSHA TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
19,ROMAN KREUZIGER,44,LIQUIGAS-DOIMO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
20,MARTIJN MAASKANT,56,GARMIN - TRANSITIONS,04h 44' 44'',+ 00h 03' 56'',,,2,2010
21,THOMAS ROHREGGER,147,TEAM MILRAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
22,DANILO HONDO,205,LAMPRE - FARNESE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
23,LUKE ROBERTS,146,TEAM MILRAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
24,CARLOS BARREDO,132,QUICK STEP,04h 44' 44'',+ 00h 03' 56'',,,2,2010
25,ROBERT GESINK,195,RABOBANK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
26,KRISTIJAN KOREN,43,LIQUIGAS-DOIMO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
27,MAURO DA DALTO,203,LAMPRE - FARNESE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
28,PIERRE ROLLAND,156,BBOX BOUYGUES TELECOM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
29,JAKOB FUGLSANG,14,TEAM SAXO BANK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
30,ALIAKSANDR KUSCHYNSKI,45,LIQUIGAS-DOIMO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
31,RUBEN PEREZ MORENO,186,EUSKALTEL - EUSKADI,04h 44' 44'',+ 00h 03' 56'',,,2,2010
32,KEVIN DE WEERT,133,QUICK STEP,04h 44' 44'',+ 00h 03' 56'',,,2,2010
33,CHRISTOPHER HORNER,23,TEAM RADIOSHACK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
34,LEVI LEIPHEIMER,25,TEAM RADIOSHACK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
35,JURGEN VAN DEN BROECK,101,OMEGA PHARMA - LOTTO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
36,AMETS TXURRUKA ANSOLA,187,EUSKALTEL - EUSKADI,04h 44' 44'',+ 00h 03' 56'',,,2,2010
37,RUI COSTA,162,CAISSE D'EPARGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
38,EDUARD VORGANOV,79,KATUSHA TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
39,GRISCHA NIERMANN,197,RABOBANK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
40,THOMAS LÖVKVIST,37,SKY PRO CYCLING,04h 44' 44'',+ 00h 03' 56'',,,2,2010
41,BRAM TANKINK,198,RABOBANK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
42,CADEL EVANS,121,BMC RACING TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
43,IVAN BASSO,41,LIQUIGAS-DOIMO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
44,ANDREAS KLÖDEN,24,TEAM RADIOSHACK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
45,CARLOS SASTRE,91,CERVELO TEST TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
46,BERT GRABSCH,113,TEAM HTC - COLUMBIA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
47,ALESSANDRO BALLAN,122,BMC RACING TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
48,RYDER HESJEDAL,54,GARMIN - TRANSITIONS,04h 44' 44'',+ 00h 03' 56'',,,2,2010
50,NICOLAS ROCHE,81,AG2R LA MONDIALE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
51,JANEZ BRAJKOVIC,22,TEAM RADIOSHACK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
52,BRENT BOOKWALTER,123,BMC RACING TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
53,JUAN ANTONIO FLECHA GIANNONI,34,SKY PRO CYCLING,04h 44' 44'',+ 00h 03' 56'',,,2,2010
55,CHRISTOPHE MOREAU,166,CAISSE D'EPARGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
56,CHRISTOPHE KERN,175,COFIDIS LE CREDIT EN LIGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
57,FRANK SCHLECK,16,TEAM SAXO BANK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
58,YAROSLAV POPOVYCH,28,TEAM RADIOSHACK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
59,MAXIM IGLINSKIY,5,ASTANA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
60,JOHANNES FRÖHLINGER,143,TEAM MILRAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
61,ALEXANDRE VINOKOUROV,9,ASTANA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
62,PAOLO TIRALONGO,8,ASTANA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
63,INAKI ISASI,182,EUSKALTEL - EUSKADI,04h 44' 44'',+ 00h 03' 56'',,,2,2010
64,IMANOL ERVITI,163,CAISSE D'EPARGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
65,MAARTEN WYNANTS,139,QUICK STEP,04h 44' 44'',+ 00h 03' 56'',,,2,2010
66,JOSÉ IVAN GUTIERREZ PALACIOS,164,CAISSE D'EPARGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
67,VOLODYMIR GUSTOV,93,CERVELO TEST TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
68,RÉMI PAURIOL,179,COFIDIS LE CREDIT EN LIGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
69,SIMON GERRANS,35,SKY PRO CYCLING,04h 44' 44'',+ 00h 03' 56'',,,2,2010
70,ALEXANDR KOLOBNEV,74,KATUSHA TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
71,JOAQUIN RODRIGUEZ OLIVER,77,KATUSHA TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
72,MARKUS EIBEGGER,215,FOOTON-SERVETTO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
73,SANDY CASAR,62,FDJ,04h 44' 44'',+ 00h 03' 56'',,,2,2010
74,ALEXANDR PLIUSCHIN,76,KATUSHA TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
75,JULIEN EL FARES,174,COFIDIS LE CREDIT EN LIGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
76,BENJAMIN NOVAL GONZALEZ,7,ASTANA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
77,SAMUEL SANCHEZ,181,EUSKALTEL - EUSKADI,04h 44' 44'',+ 00h 03' 56'',,,2,2010
78,LUIS LEON SANCHEZ,161,CAISSE D'EPARGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
79,IVAN VELASCO,188,EUSKALTEL - EUSKADI,04h 44' 44'',+ 00h 03' 56'',,,2,2010
80,GERAINT THOMAS,39,SKY PRO CYCLING,04h 44' 44'',+ 00h 03' 56'',,,2,2010
82,ANDY SCHLECK,11,TEAM SAXO BANK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
83,DANIEL NAVARRO GARCIA,6,ASTANA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
84,RAFAEL VALLS,219,FOOTON-SERVETTO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
85,GORKA VERDUGO,189,EUSKALTEL - EUSKADI,04h 44' 44'',+ 00h 03' 56'',,,2,2010
86,AITOR PEREZ ARRIETA,218,FOOTON-SERVETTO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
87,DANIEL OSS,46,LIQUIGAS-DOIMO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
88,EGOI MARTINEZ,183,EUSKALTEL - EUSKADI,04h 44' 44'',+ 00h 03' 56'',,,2,2010
89,CYRIL GAUTIER,155,BBOX BOUYGUES TELECOM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
90,SYLVESTER SZMYD,48,LIQUIGAS-DOIMO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
91,ANDREY GRIVKO,3,ASTANA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
92,MATHIEU PERGET,167,CAISSE D'EPARGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
93,MICHAEL ROGERS,118,TEAM HTC - COLUMBIA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
94,DAVID LE LAY,86,AG2R LA MONDIALE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
95,BRADLEY WIGGINS,31,SKY PRO CYCLING,04h 44' 44'',+ 00h 03' 56'',,,2,2010
96,EDVALD BOASSON-HAGEN,36,SKY PRO CYCLING,04h 44' 44'',+ 00h 03' 56'',,,2,2010
97,ARKAITZ DURAN AROCA,214,FOOTON-SERVETTO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
98,JUAN MANUEL GARATE,194,RABOBANK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
99,KANSTANTSIN SIUTSOU,119,TEAM HTC - COLUMBIA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
100,MAXIME MONFORT,116,TEAM HTC - COLUMBIA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
101,STEPHEN CUMMINGS,33,SKY PRO CYCLING,04h 44' 44'',+ 00h 03' 56'',,,2,2010
102,CHRISTOPHE RIBLON,89,AG2R LA MONDIALE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
103,RUBEN PLAZA MOLINA,168,CAISSE D'EPARGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
104,MATTHIEU SPRICK,157,BBOX BOUYGUES TELECOM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
105,DAMIEN MONIER,178,COFIDIS LE CREDIT EN LIGNE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
106,VLADIMIR KARPETS,71,KATUSHA TEAM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
107,OSCAR FREIRE,193,RABOBANK,04h 44' 44'',+ 00h 03' 56'',,,2,2010
108,PIERRICK FEDRIGO,154,BBOX BOUYGUES TELECOM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
109,FRANCESCO BELLOTTI,42,LIQUIGAS-DOIMO,04h 44' 44'',+ 00h 03' 56'',,,2,2010
110,TONY MARTIN,115,TEAM HTC - COLUMBIA,04h 44' 44'',+ 00h 03' 56'',,,2,2010
111,YUKIYA ARASHIRO,152,BBOX BOUYGUES TELECOM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
112,MARTIN ELMIGER,84,AG2R LA MONDIALE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
113,CHRISTOPHE LE MEVEL,61,FDJ,04h 44' 44'',+ 00h 03' 56'',,,2,2010
114,DAVID MILLAR,57,GARMIN - TRANSITIONS,04h 44' 44'',+ 00h 03' 56'',,,2,2010
115,RINALDO NOCENTINI,88,AG2R LA MONDIALE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
116,JOHN GADRET,85,AG2R LA MONDIALE,04h 44' 44'',+ 00h 03' 56'',,,2,2010
117,FRANCESCO REDA,136,QUICK STEP,04h 44' 44'',+ 00h 03' 56'',,,2,2010
118,ANTHONY CHARTEAU,153,BBOX BOUYGUES TELECOM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
119,JÉRÔME PINEAU,135,QUICK STEP,04h 44' 44'',+ 00h 03' 56'',,,2,2010
120,THOMAS VOECKLER,151,BBOX BOUYGUES TELECOM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
121,JURGEN VAN DE WALLE,138,QUICK STEP,04h 44' 44'',+ 00h 03' 56'',,,2,2010
122,MICHAËL BARRY,32,SKY PRO CYCLING,04h 44' 44'',+ 00h 03' 56'',,,2,2010
123,RÉMY DI GREGORIO,63,FDJ,04h 44' 44'',+ 00h 03' 56'',,,2,2010
124,NICOLAS VOGONDY,159,BBOX BOUYGUES TELECOM,04h 44' 44'',+ 00h 03' 56'',,,2,2010
125,WESLEY SULZBERGER,68,FDJ,04h 44' 57'',+ 00h 04' 09'',,,2,2010
126,FABIO FELLINE,216,FOOTON-SERVETTO,04h 44' 57'',+ 00h 04' 09'',,,2,2010
127,AMAEL MOINARD,177,COFIDIS LE CREDIT EN LIGNE,04h 45' 00'',+ 00h 04' 12'',,,2,2010
128,SÉBASTIEN MINARD,176,COFIDIS LE CREDIT EN LIGNE,04h 45' 00'',+ 00h 04' 12'',,,2,2010
129,FRANCIS DE GREEF,103,OMEGA PHARMA - LOTTO,04h 45' 46'',+ 00h 04' 58'',,,2,2010
130,GREGORY RAST,29,TEAM RADIOSHACK,04h 49' 39'',+ 00h 08' 51'',,,2,2010
131,MARCUS BURGHARDT,124,BMC RACING TEAM,04h 49' 39'',+ 00h 08' 51'',,,2,2010
132,SÉBASTIEN TURGOT,158,BBOX BOUYGUES TELECOM,04h 49' 39'',+ 00h 08' 51'',,,2,2010
