Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
67,MATTHIEU LADAGNOUS,26,FDJ,04h 55' 08'',+ 00h 24' 58'',,,16,2015
68,FLORIAN VACHON,209,BRETAGNE - SECHE ENVIRONNEMENT,04h 55' 08'',+ 00h 24' 58'',,,16,2015
69,KOEN DE KORT,84,TEAM GIANT-ALPECIN,04h 55' 08'',+ 00h 24' 58'',,,16,2015
70,ADAM YATES,108,ORICA GREENEDGE,04h 55' 08'',+ 00h 24' 58'',,,16,2015
71,BRAM TANKINK,136,TEAM LOTTO NL - JUMBO,04h 55' 08'',+ 00h 24' 58'',,,16,2015
72,RETO HOLLENSTEIN,187,IAM CYCLING,04h 55' 08'',+ 00h 24' 58'',,,16,2015
73,ARMINDO FONSECA,206,BRETAGNE - SECHE ENVIRONNEMENT,04h 55' 08'',+ 00h 24' 58'',,,16,2015
74,ANTHONY DELAPLACE,203,BRETAGNE - SECHE ENVIRONNEMENT,04h 55' 08'',+ 00h 24' 58'',,,16,2015
75,FRÉDERIC BRUN,202,BRETAGNE - SECHE ENVIRONNEMENT,04h 55' 08'',+ 00h 24' 58'',,,16,2015
76,PERRIG QUEMENEUR,126,TEAM EUROPCAR,04h 55' 08'',+ 00h 24' 58'',,,16,2015
77,MICHAEL VALGREN HUNDAHL,49,TINKOFF-SAXO,04h 55' 08'',+ 00h 24' 58'',,,16,2015
78,BRICE FEILLU,205,BRETAGNE - SECHE ENVIRONNEMENT,04h 55' 08'',+ 00h 24' 58'',,,16,2015
79,DYLAN VAN BAARLE,169,TEAM CANNONDALE-GARMIN,04h 55' 08'',+ 00h 24' 58'',,,16,2015
80,GEORG PREIDLER,87,TEAM GIANT-ALPECIN,04h 55' 08'',+ 00h 24' 58'',,,16,2015
81,HAIMAR ZUBELDIA,149,TREK FACTORY RACING,04h 55' 08'',+ 00h 24' 58'',,,16,2015
82,MATTEO TOSATTO,48,TINKOFF-SAXO,04h 55' 08'',+ 00h 24' 58'',,,16,2015
83,RICHIE PORTE,35,TEAM SKY,04h 55' 08'',+ 00h 24' 58'',,,16,2015
84,JOSE HERRADA LOPEZ,56,MOVISTAR TEAM,04h 55' 08'',+ 00h 24' 58'',,,16,2015
85,MICHAEL ROGERS,46,TINKOFF-SAXO,04h 55' 08'',+ 00h 24' 58'',,,16,2015
86,NATHAN HAAS,163,TEAM CANNONDALE-GARMIN,04h 55' 08'',+ 00h 24' 58'',,,16,2015
87,JONATHAN CASTROVIEJO NICOLAS,53,MOVISTAR TEAM,04h 55' 08'',+ 00h 24' 58'',,,16,2015
88,FLORIAN SENECHAL,176,"COFIDIS, SOLUTIONS CREDITS",04h 55' 08'',+ 00h 24' 58'',,,16,2015
89,STEPHEN CUMMINGS,212,MTN-QHUBEKA,04h 55' 08'',+ 00h 24' 58'',,,16,2015
90,DMITRIY GRUZDEV,5,ASTANA PRO TEAM,04h 55' 08'',+ 00h 24' 58'',,,16,2015
91,WINNER ANACONA,52,MOVISTAR TEAM,04h 55' 08'',+ 00h 24' 58'',,,16,2015
92,JULIAN ARREDONDO MORENO,142,TREK FACTORY RACING,04h 55' 08'',+ 00h 24' 58'',,,16,2015
93,NICOLAS ROCHE,36,TEAM SKY,04h 55' 08'',+ 00h 24' 58'',,,16,2015
94,LEOPOLD KONIG,33,TEAM SKY,04h 55' 08'',+ 00h 24' 58'',,,16,2015
95,MANUEL QUINZIATO,65,BMC RACING TEAM,04h 56' 31'',+ 00h 26' 21'',,,16,2015
96,BRYAN COQUARD,122,TEAM EUROPCAR,04h 56' 31'',+ 00h 26' 21'',,,16,2015
97,ARNAUD DEMARE,24,FDJ,05h 00' 46'',+ 00h 30' 36'',,,16,2015
98,SYLVAIN CHAVANEL,183,IAM CYCLING,05h 00' 46'',+ 00h 30' 36'',,,16,2015
99,JACOPO GUARNIERI,93,TEAM KATUSHA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
100,MARCEL SIEBERG,78,LOTTO-SOUDAL,05h 00' 46'',+ 00h 30' 36'',,,16,2015
101,JENS DEBUSSCHERE,74,LOTTO-SOUDAL,05h 00' 46'',+ 00h 30' 36'',,,16,2015
102,JÉRÉMY ROY,28,FDJ,05h 00' 46'',+ 00h 30' 36'',,,16,2015
103,ANDRÉ GREIPEL,75,LOTTO-SOUDAL,05h 00' 46'',+ 00h 30' 36'',,,16,2015
104,BRYAN NAULLEAU,125,TEAM EUROPCAR,05h 00' 46'',+ 00h 30' 36'',,,16,2015
105,MARTIN ELMIGER,186,IAM CYCLING,05h 00' 46'',+ 00h 30' 36'',,,16,2015
106,ROHAN DENNIS,63,BMC RACING TEAM,05h 00' 46'',+ 00h 30' 36'',,,16,2015
107,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
108,JOHN DEGENKOLB,81,TEAM GIANT-ALPECIN,05h 00' 46'',+ 00h 30' 36'',,,16,2015
109,JOSÉ JOAO PIMANTA COSTA MENDES,197,BORA-ARGON 18,05h 00' 46'',+ 00h 30' 36'',,,16,2015
110,MERHAWI KUDUS,216,MTN-QHUBEKA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
111,YOHANN GENE,124,TEAM EUROPCAR,05h 00' 46'',+ 00h 30' 36'',,,16,2015
112,ALEXANDER KRISTOFF,96,TEAM KATUSHA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
113,ARNAUD GERARD,207,BRETAGNE - SECHE ENVIRONNEMENT,05h 00' 46'',+ 00h 30' 36'',,,16,2015
114,DAMIEN GAUDIN,16,AG2R LA MONDIALE,05h 00' 46'',+ 00h 30' 36'',,,16,2015
115,TANEL KANGERT,6,ASTANA PRO TEAM,05h 00' 46'',+ 00h 30' 36'',,,16,2015
116,JOS VAN EMDEN,138,TEAM LOTTO NL - JUMBO,05h 00' 46'',+ 00h 30' 36'',,,16,2015
117,MARK RENSHAW,115,ETIXX-QUICK STEP,05h 00' 46'',+ 00h 30' 36'',,,16,2015
118,DANIEL MARTIN,167,TEAM CANNONDALE-GARMIN,05h 00' 46'',+ 00h 30' 36'',,,16,2015
119,KENNETH VANBILSEN,179,"COFIDIS, SOLUTIONS CREDITS",05h 00' 46'',+ 00h 30' 36'',,,16,2015
120,SEP VANMARCKE,139,TEAM LOTTO NL - JUMBO,05h 00' 46'',+ 00h 30' 36'',,,16,2015
121,THOMAS LEEZER,134,TEAM LOTTO NL - JUMBO,05h 00' 46'',+ 00h 30' 36'',,,16,2015
122,WILCO KELDERMAN,132,TEAM LOTTO NL - JUMBO,05h 00' 46'',+ 00h 30' 36'',,,16,2015
123,RAFAEL VALLS,159,LAMPRE - MERIDA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
124,JULIEN SIMON,177,"COFIDIS, SOLUTIONS CREDITS",05h 00' 46'',+ 00h 30' 36'',,,16,2015
125,DANIEL OSS,64,BMC RACING TEAM,05h 00' 46'',+ 00h 30' 36'',,,16,2015
126,JULIEN VERMOTE,119,ETIXX-QUICK STEP,05h 00' 46'',+ 00h 30' 36'',,,16,2015
127,ZDENEK STYBAR,116,ETIXX-QUICK STEP,05h 00' 46'',+ 00h 30' 36'',,,16,2015
128,REINARDT JANSE VAN RENSBURG,215,MTN-QHUBEKA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
129,RIGOBERTO URAN,118,ETIXX-QUICK STEP,05h 00' 46'',+ 00h 30' 36'',,,16,2015
130,NICOLAS EDET,172,"COFIDIS, SOLUTIONS CREDITS",05h 00' 46'',+ 00h 30' 36'',,,16,2015
131,LAURENT DIDIER,145,TREK FACTORY RACING,05h 00' 46'',+ 00h 30' 36'',,,16,2015
132,BENOÎT VAUGRENARD,29,FDJ,05h 00' 46'',+ 00h 30' 36'',,,16,2015
133,SÉBASTIEN CHAVANEL,23,FDJ,05h 00' 46'',+ 00h 30' 36'',,,16,2015
134,FILIPPO POZZATO,157,LAMPRE - MERIDA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
135,ALEXANDRE GENIEZ,25,FDJ,05h 00' 46'',+ 00h 30' 36'',,,16,2015
136,RAMUNAS NAVARDAUSKAS,168,TEAM CANNONDALE-GARMIN,05h 00' 46'',+ 00h 30' 36'',,,16,2015
137,MATTEO BONO,152,LAMPRE - MERIDA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
138,TIAGO MACHADO,98,TEAM KATUSHA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
139,GEOFFREY SOUPE,178,"COFIDIS, SOLUTIONS CREDITS",05h 00' 46'',+ 00h 30' 36'',,,16,2015
140,JOSÉ SERPA,158,LAMPRE - MERIDA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
141,ALBERTO LOSADA ALGUACIL,97,TEAM KATUSHA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
142,GIANPAOLO CARUSO,92,TEAM KATUSHA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
143,STIJN DEVOLDER,144,TREK FACTORY RACING,05h 00' 46'',+ 00h 30' 36'',,,16,2015
144,JEAN-CHRISTOPHE PÉRAUD,11,AG2R LA MONDIALE,05h 00' 46'',+ 00h 30' 36'',,,16,2015
145,TYLER FARRAR,213,MTN-QHUBEKA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
146,MATTHIAS BRÄNDLE,182,IAM CYCLING,05h 00' 46'',+ 00h 30' 36'',,,16,2015
147,MARK CAVENDISH,112,ETIXX-QUICK STEP,05h 00' 46'',+ 00h 30' 36'',,,16,2015
148,MICHAEL MATTHEWS,105,ORICA GREENEDGE,05h 00' 46'',+ 00h 30' 36'',,,16,2015
149,RAFAL MAJKA,45,TINKOFF-SAXO,05h 00' 46'',+ 00h 30' 36'',,,16,2015
150,EMANUEL BUCHMANN,194,BORA-ARGON 18,05h 00' 46'',+ 00h 30' 36'',,,16,2015
151,DAVIDE CIMOLAI,153,LAMPRE - MERIDA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
152,JACQUES WILLEM JANSE VAN RENSBURG,214,MTN-QHUBEKA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
153,LOUIS MEINTJES,217,MTN-QHUBEKA,05h 00' 46'',+ 00h 30' 36'',,,16,2015
154,JÉRÔME COPPEL,185,IAM CYCLING,05h 00' 46'',+ 00h 30' 36'',,,16,2015
155,MICHAL KWIATKOWSKI,111,ETIXX-QUICK STEP,05h 00' 46'',+ 00h 30' 36'',,,16,2015
156,PAUL VOSS,199,BORA-ARGON 18,05h 00' 46'',+ 00h 30' 36'',,,16,2015
157,IAN STANNARD,38,TEAM SKY,05h 00' 46'',+ 00h 30' 36'',,,16,2015
158,PIETER WEENING,107,ORICA GREENEDGE,05h 00' 46'',+ 00h 30' 36'',,,16,2015
159,SIMON YATES,109,ORICA GREENEDGE,05h 00' 46'',+ 00h 30' 36'',,,16,2015
159,CHRISTOPHE LAPORTE,173,"COFIDIS, SOLUTIONS CREDITS",05h 00' 46'',+ 00h 30' 36'',,,16,2015
161,TIM WELLENS,79,LOTTO-SOUDAL,05h 00' 46'',+ 00h 30' 36'',,,16,2015
162,SVEIN TUFT,106,ORICA GREENEDGE,05h 00' 46'',+ 00h 30' 36'',,,16,2015
163,BARTOSZ HUZARSKI,196,BORA-ARGON 18,05h 00' 46'',+ 00h 30' 36'',,,16,2015
164,LUKE ROWE,37,TEAM SKY,05h 00' 46'',+ 00h 30' 36'',,,16,2015
165,LUKE DURBRIDGE,103,ORICA GREENEDGE,05h 00' 46'',+ 00h 30' 36'',,,16,2015
166,SAM BENNETT,193,BORA-ARGON 18,05h 00' 46'',+ 00h 30' 36'',,,16,2015
167,LAURENS TEN DAM,137,TEAM LOTTO NL - JUMBO,05h 00' 46'',+ 00h 30' 36'',,,16,2015
168,ALBERT TIMMER,89,TEAM GIANT-ALPECIN,05h 00' 46'',+ 00h 30' 36'',,,16,2015
169,ADRIANO MALORI,58,MOVISTAR TEAM,05h 00' 46'',+ 00h 30' 36'',,,16,2015
1,SIMON GESCHKE,86,TEAM GIANT-ALPECIN,04h 12' 17'',-,,,17,2015
2,ANDREW TALANSKY,161,TEAM CANNONDALE-GARMIN,04h 12' 49'',+ 00h 00' 32'',,,17,2015
3,RIGOBERTO URAN,118,ETIXX-QUICK STEP,04h 13' 18'',+ 00h 01' 01'',,,17,2015
4,THIBAUT PINOT,21,FDJ,04h 13' 53'',+ 00h 01' 36'',,,17,2015
5,MATHIAS FRANK,181,IAM CYCLING,04h 13' 57'',+ 00h 01' 40'',,,17,2015
6,STEVEN KRUIJSWIJK,133,TEAM LOTTO NL - JUMBO,04h 14' 44'',+ 00h 02' 27'',,,17,2015
7,NICOLAS ROCHE,36,TEAM SKY,04h 15' 19'',+ 00h 03' 02'',,,17,2015
8,JONATHAN CASTROVIEJO NICOLAS,53,MOVISTAR TEAM,04h 15' 21'',+ 00h 03' 04'',,,17,2015
9,SERGE PAUWELS,218,MTN-QHUBEKA,04h 15' 22'',+ 00h 03' 05'',,,17,2015
10,ADAM YATES,108,ORICA GREENEDGE,04h 15' 38'',+ 00h 03' 21'',,,17,2015
11,JAN BAKELANTS,13,AG2R LA MONDIALE,04h 16' 43'',+ 00h 04' 26'',,,17,2015
12,DANIEL TEKLEHAIMANOT,219,MTN-QHUBEKA,04h 17' 07'',+ 00h 04' 50'',,,17,2015
13,RAFAL MAJKA,45,TINKOFF-SAXO,04h 17' 11'',+ 00h 04' 54'',,,17,2015
14,MERHAWI KUDUS,216,MTN-QHUBEKA,04h 18' 12'',+ 00h 05' 55'',,,17,2015
15,RYDER HESJEDAL,164,TEAM CANNONDALE-GARMIN,04h 18' 15'',+ 00h 05' 58'',,,17,2015
16,MIKAEL CHEREL,14,AG2R LA MONDIALE,04h 18' 23'',+ 00h 06' 06'',,,17,2015
17,PERRIG QUEMENEUR,126,TEAM EUROPCAR,04h 19' 12'',+ 00h 06' 55'',,,17,2015
18,NAIRO QUINTANA,51,MOVISTAR TEAM,04h 19' 33'',+ 00h 07' 16'',,,17,2015
19,RAFAEL VALLS,159,LAMPRE - MERIDA,04h 19' 33'',+ 00h 07' 16'',,,17,2015
20,CHRIS FROOME,31,TEAM SKY,04h 19' 33'',+ 00h 07' 16'',,,17,2015
21,ALEJANDRO VALVERDE,59,MOVISTAR TEAM,04h 19' 40'',+ 00h 07' 23'',,,17,2015
22,VINCENZO NIBALI,1,ASTANA PRO TEAM,04h 19' 48'',+ 00h 07' 31'',,,17,2015
23,TANEL KANGERT,6,ASTANA PRO TEAM,04h 20' 09'',+ 00h 07' 52'',,,17,2015
24,GERAINT THOMAS,39,TEAM SKY,04h 20' 35'',+ 00h 08' 18'',,,17,2015
25,ROBERT GESINK,131,TEAM LOTTO NL - JUMBO,04h 20' 49'',+ 00h 08' 32'',,,17,2015
26,JAN BARTA,192,BORA-ARGON 18,04h 21' 04'',+ 00h 08' 47'',,,17,2015
27,BRICE FEILLU,205,BRETAGNE - SECHE ENVIRONNEMENT,04h 21' 29'',+ 00h 09' 12'',,,17,2015
28,RICHIE PORTE,35,TEAM SKY,04h 21' 29'',+ 00h 09' 12'',,,17,2015
29,GORKA IZAGIRRE INSAUSTI,57,MOVISTAR TEAM,04h 21' 38'',+ 00h 09' 21'',,,17,2015
30,WARREN BARGUIL,82,TEAM GIANT-ALPECIN,04h 21' 38'',+ 00h 09' 21'',,,17,2015
31,ALBERTO CONTADOR,41,TINKOFF-SAXO,04h 21' 50'',+ 00h 09' 33'',,,17,2015
32,SAMUEL SANCHEZ,66,BMC RACING TEAM,04h 22' 07'',+ 00h 09' 50'',,,17,2015
33,PIERRE ROLLAND,121,TEAM EUROPCAR,04h 22' 15'',+ 00h 09' 58'',,,17,2015
34,BOB JUNGELS,147,TREK FACTORY RACING,04h 22' 27'',+ 00h 10' 10'',,,17,2015
35,BAUKE MOLLEMA,141,TREK FACTORY RACING,04h 22' 27'',+ 00h 10' 10'',,,17,2015
36,ROMAIN BARDET,12,AG2R LA MONDIALE,04h 22' 27'',+ 00h 10' 10'',,,17,2015
37,JOSE HERRADA LOPEZ,56,MOVISTAR TEAM,04h 23' 17'',+ 00h 11' 00'',,,17,2015
38,JARLINSON PANTANO GOMEZ,188,IAM CYCLING,04h 23' 43'',+ 00h 11' 26'',,,17,2015
39,JACQUES WILLEM JANSE VAN RENSBURG,214,MTN-QHUBEKA,04h 23' 43'',+ 00h 11' 26'',,,17,2015
40,ROMAIN SICARD,127,TEAM EUROPCAR,04h 24' 28'',+ 00h 12' 11'',,,17,2015
41,ROMAN KREUZIGER,44,TINKOFF-SAXO,04h 24' 33'',+ 00h 12' 16'',,,17,2015
42,WOUT POELS,34,TEAM SKY,04h 24' 44'',+ 00h 12' 27'',,,17,2015
43,MICHELE SCARPONI,7,ASTANA PRO TEAM,04h 24' 57'',+ 00h 12' 40'',,,17,2015
44,NICOLAS EDET,172,"COFIDIS, SOLUTIONS CREDITS",04h 25' 24'',+ 00h 13' 07'',,,17,2015
45,ALEXIS VUILLERMOZ,19,AG2R LA MONDIALE,04h 25' 35'',+ 00h 13' 18'',,,17,2015
46,MICHAEL ROGERS,46,TINKOFF-SAXO,04h 25' 35'',+ 00h 13' 18'',,,17,2015
47,CHRISTOPHE RIBLON,17,AG2R LA MONDIALE,04h 26' 59'',+ 00h 14' 42'',,,17,2015
48,STEF CLEMENT,184,IAM CYCLING,04h 27' 13'',+ 00h 14' 56'',,,17,2015
49,DANIEL NAVARRO GARCIA,175,"COFIDIS, SOLUTIONS CREDITS",04h 27' 13'',+ 00h 14' 56'',,,17,2015
50,RUBEN PLAZA MOLINA,156,LAMPRE - MERIDA,04h 27' 43'',+ 00h 15' 26'',,,17,2015
51,ALBERTO LOSADA ALGUACIL,97,TEAM KATUSHA,04h 27' 43'',+ 00h 15' 26'',,,17,2015
52,ADRIANO MALORI,58,MOVISTAR TEAM,04h 27' 43'',+ 00h 15' 26'',,,17,2015
53,KRISTIJAN ÐURASEK,154,LAMPRE - MERIDA,04h 27' 43'',+ 00h 15' 26'',,,17,2015
54,TONY GALLOPIN,71,LOTTO-SOUDAL,04h 27' 43'',+ 00h 15' 26'',,,17,2015
55,NELSON OLIVEIRA,155,LAMPRE - MERIDA,04h 27' 57'',+ 00h 15' 40'',,,17,2015
56,LARS BAK YTTING,72,LOTTO-SOUDAL,04h 28' 04'',+ 00h 15' 47'',,,17,2015
57,MICHAEL SCHÄR,67,BMC RACING TEAM,04h 28' 30'',+ 00h 16' 13'',,,17,2015
58,DAMIANO CARUSO,62,BMC RACING TEAM,04h 30' 04'',+ 00h 17' 47'',,,17,2015
59,JAKOB FUGLSANG,3,ASTANA PRO TEAM,04h 30' 04'',+ 00h 17' 47'',,,17,2015
60,EMANUEL BUCHMANN,194,BORA-ARGON 18,04h 30' 20'',+ 00h 18' 03'',,,17,2015
61,ADAM JAMES HANSEN,76,LOTTO-SOUDAL,04h 30' 20'',+ 00h 18' 03'',,,17,2015
62,MARCEL WYSS,189,IAM CYCLING,04h 30' 20'',+ 00h 18' 03'',,,17,2015
63,THOMAS DE GENDT,73,LOTTO-SOUDAL,04h 33' 22'',+ 00h 21' 05'',,,17,2015
64,BRAM TANKINK,136,TEAM LOTTO NL - JUMBO,04h 33' 22'',+ 00h 21' 05'',,,17,2015
65,PIERRICK FEDRIGO,204,BRETAGNE - SECHE ENVIRONNEMENT,04h 33' 22'',+ 00h 21' 05'',,,17,2015
66,HAIMAR ZUBELDIA,149,TREK FACTORY RACING,04h 33' 22'',+ 00h 21' 05'',,,17,2015
67,CYRIL GAUTIER,123,TEAM EUROPCAR,04h 33' 22'',+ 00h 21' 05'',,,17,2015
68,FLORIAN VACHON,209,BRETAGNE - SECHE ENVIRONNEMENT,04h 33' 22'',+ 00h 21' 05'',,,17,2015
69,MARTIN ELMIGER,186,IAM CYCLING,04h 33' 22'',+ 00h 21' 05'',,,17,2015
70,DYLAN VAN BAARLE,169,TEAM CANNONDALE-GARMIN,04h 33' 22'',+ 00h 21' 05'',,,17,2015
71,MATTHIEU LADAGNOUS,26,FDJ,04h 33' 22'',+ 00h 21' 05'',,,17,2015
72,PAUL MARTENS,135,TEAM LOTTO NL - JUMBO,04h 33' 22'',+ 00h 21' 05'',,,17,2015
73,ANDREY GRIVKO,4,ASTANA PRO TEAM,04h 33' 22'',+ 00h 21' 05'',,,17,2015
74,RETO HOLLENSTEIN,187,IAM CYCLING,04h 33' 22'',+ 00h 21' 05'',,,17,2015
75,JOHN DEGENKOLB,81,TEAM GIANT-ALPECIN,04h 33' 22'',+ 00h 21' 05'',,,17,2015
76,WINNER ANACONA,52,MOVISTAR TEAM,04h 33' 22'',+ 00h 21' 05'',,,17,2015
77,ALBERT TIMMER,89,TEAM GIANT-ALPECIN,04h 33' 22'',+ 00h 21' 05'',,,17,2015
78,GEORG PREIDLER,87,TEAM GIANT-ALPECIN,04h 33' 22'',+ 00h 21' 05'',,,17,2015
79,GREGORY RAST,148,TREK FACTORY RACING,04h 33' 22'',+ 00h 21' 05'',,,17,2015
80,JULIAN ARREDONDO MORENO,142,TREK FACTORY RACING,04h 33' 22'',+ 00h 21' 05'',,,17,2015
81,KOEN DE KORT,84,TEAM GIANT-ALPECIN,04h 33' 22'',+ 00h 21' 05'',,,17,2015
82,DANIEL MARTIN,167,TEAM CANNONDALE-GARMIN,04h 33' 22'',+ 00h 21' 05'',,,17,2015
83,DANILO WYSS,69,BMC RACING TEAM,04h 33' 22'',+ 00h 21' 05'',,,17,2015
84,IMANOL ERVITI,55,MOVISTAR TEAM,04h 33' 22'',+ 00h 21' 05'',,,17,2015
85,TIAGO MACHADO,98,TEAM KATUSHA,04h 33' 22'',+ 00h 21' 05'',,,17,2015
86,MATTEO TOSATTO,48,TINKOFF-SAXO,04h 33' 22'',+ 00h 21' 05'',,,17,2015
87,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,04h 33' 22'',+ 00h 21' 05'',,,17,2015
88,JÉRÉMY ROY,28,FDJ,04h 33' 22'',+ 00h 21' 05'',,,17,2015
89,LIEUWE WESTRA,9,ASTANA PRO TEAM,04h 33' 22'',+ 00h 21' 05'',,,17,2015
90,ANGELO TULIK,128,TEAM EUROPCAR,04h 33' 22'',+ 00h 21' 05'',,,17,2015
91,PETER SAGAN,47,TINKOFF-SAXO,04h 33' 22'',+ 00h 21' 05'',,,17,2015
92,LEOPOLD KONIG,33,TEAM SKY,04h 33' 49'',+ 00h 21' 32'',,,17,2015
93,KRISTIJAN KOREN,165,TEAM CANNONDALE-GARMIN,04h 34' 30'',+ 00h 22' 13'',,,17,2015
94,GIANPAOLO CARUSO,92,TEAM KATUSHA,04h 34' 30'',+ 00h 22' 13'',,,17,2015
95,JEAN-CHRISTOPHE PÉRAUD,11,AG2R LA MONDIALE,04h 34' 30'',+ 00h 22' 13'',,,17,2015
96,LUIS ANGEL MATE MARDONES,174,"COFIDIS, SOLUTIONS CREDITS",04h 34' 30'',+ 00h 22' 13'',,,17,2015
97,MATTEO BONO,152,LAMPRE - MERIDA,04h 34' 30'',+ 00h 22' 13'',,,17,2015
98,ROHAN DENNIS,63,BMC RACING TEAM,04h 34' 30'',+ 00h 22' 13'',,,17,2015
99,MICHAEL VALGREN HUNDAHL,49,TINKOFF-SAXO,04h 34' 30'',+ 00h 22' 13'',,,17,2015
100,ROY CURVERS,83,TEAM GIANT-ALPECIN,04h 34' 30'',+ 00h 22' 13'',,,17,2015
101,DANIEL OSS,64,BMC RACING TEAM,04h 36' 03'',+ 00h 23' 46'',,,17,2015
102,BENOÎT VAUGRENARD,29,FDJ,04h 36' 51'',+ 00h 24' 34'',,,17,2015
103,MARKEL IRIZAR ARRANBURU,146,TREK FACTORY RACING,04h 37' 46'',+ 00h 25' 29'',,,17,2015
104,BRYAN NAULLEAU,125,TEAM EUROPCAR,04h 37' 46'',+ 00h 25' 29'',,,17,2015
105,REINARDT JANSE VAN RENSBURG,215,MTN-QHUBEKA,04h 37' 46'',+ 00h 25' 29'',,,17,2015
106,LUKE ROWE,37,TEAM SKY,04h 37' 46'',+ 00h 25' 29'',,,17,2015
107,DAMIEN GAUDIN,16,AG2R LA MONDIALE,04h 37' 46'',+ 00h 25' 29'',,,17,2015
108,DMITRIY GRUZDEV,5,ASTANA PRO TEAM,04h 38' 25'',+ 00h 26' 08'',,,17,2015
109,ANTHONY DELAPLACE,203,BRETAGNE - SECHE ENVIRONNEMENT,04h 39' 52'',+ 00h 27' 35'',,,17,2015
110,ARMINDO FONSECA,206,BRETAGNE - SECHE ENVIRONNEMENT,04h 39' 52'',+ 00h 27' 35'',,,17,2015
111,THOMAS VOECKLER,129,TEAM EUROPCAR,04h 39' 52'',+ 00h 27' 35'',,,17,2015
112,JULIEN SIMON,177,"COFIDIS, SOLUTIONS CREDITS",04h 39' 52'',+ 00h 27' 35'',,,17,2015
113,YOHANN GENE,124,TEAM EUROPCAR,04h 39' 52'',+ 00h 27' 35'',,,17,2015
114,FRÉDERIC BRUN,202,BRETAGNE - SECHE ENVIRONNEMENT,04h 39' 52'',+ 00h 27' 35'',,,17,2015
115,PIERRE LUC PERICHON,208,BRETAGNE - SECHE ENVIRONNEMENT,04h 39' 52'',+ 00h 27' 35'',,,17,2015
116,SYLVAIN CHAVANEL,183,IAM CYCLING,04h 42' 11'',+ 00h 29' 54'',,,17,2015
117,FILIPPO POZZATO,157,LAMPRE - MERIDA,04h 42' 11'',+ 00h 29' 54'',,,17,2015
118,ZDENEK STYBAR,116,ETIXX-QUICK STEP,04h 42' 11'',+ 00h 29' 54'',,,17,2015
119,MATTEO TRENTIN,117,ETIXX-QUICK STEP,04h 42' 11'',+ 00h 29' 54'',,,17,2015
120,MICHAEL MATTHEWS,105,ORICA GREENEDGE,04h 42' 11'',+ 00h 29' 54'',,,17,2015
121,ALEXANDRE GENIEZ,25,FDJ,04h 42' 11'',+ 00h 29' 54'',,,17,2015
122,DAVIDE CIMOLAI,153,LAMPRE - MERIDA,04h 42' 11'',+ 00h 29' 54'',,,17,2015
122,JOSÉ SERPA,158,LAMPRE - MERIDA,04h 42' 11'',+ 00h 29' 54'',,,17,2015
124,FLORIAN SENECHAL,176,"COFIDIS, SOLUTIONS CREDITS",04h 42' 11'',+ 00h 29' 54'',,,17,2015
125,KENNETH VANBILSEN,179,"COFIDIS, SOLUTIONS CREDITS",04h 42' 11'',+ 00h 29' 54'',,,17,2015
126,GEOFFREY SOUPE,178,"COFIDIS, SOLUTIONS CREDITS",04h 42' 11'',+ 00h 29' 54'',,,17,2015
127,STIJN DEVOLDER,144,TREK FACTORY RACING,04h 42' 11'',+ 00h 29' 54'',,,17,2015
128,SÉBASTIEN CHAVANEL,23,FDJ,04h 42' 11'',+ 00h 29' 54'',,,17,2015
129,TYLER FARRAR,213,MTN-QHUBEKA,04h 42' 11'',+ 00h 29' 54'',,,17,2015
130,ARNAUD GERARD,207,BRETAGNE - SECHE ENVIRONNEMENT,04h 42' 11'',+ 00h 29' 54'',,,17,2015
131,PAUL VOSS,199,BORA-ARGON 18,04h 42' 11'',+ 00h 29' 54'',,,17,2015
132,MARK CAVENDISH,112,ETIXX-QUICK STEP,04h 42' 11'',+ 00h 29' 54'',,,17,2015
133,BRYAN COQUARD,122,TEAM EUROPCAR,04h 42' 11'',+ 00h 29' 54'',,,17,2015
134,MICHAL GOLAS,113,ETIXX-QUICK STEP,04h 42' 11'',+ 00h 29' 54'',,,17,2015
135,JOSÉ JOAO PIMANTA COSTA MENDES,197,BORA-ARGON 18,04h 42' 11'',+ 00h 29' 54'',,,17,2015
136,MARK RENSHAW,115,ETIXX-QUICK STEP,04h 42' 11'',+ 00h 29' 54'',,,17,2015
137,WILCO KELDERMAN,132,TEAM LOTTO NL - JUMBO,04h 42' 11'',+ 00h 29' 54'',,,17,2015
